"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUOTHER"
46764,"H",2,3104,1,42,1000000,1001264,35,2,1,1,1,0,1,3,2,2,2,2,0,1,2,270,1,2,2,2,1,1,1500,1,0,2,1,1700,1,1,2,1,6,0,0,1,9,2,1,370,1,1,1,1,0,260000,1,600,3,1,1,0,1,11480,4,0,0,0,0,4,1,11480,9,0,4,4,4,1,2,1,5,0,2,0,0
46813,"H",2,4001,1,42,1000000,1001264,149,2,1,1,1,0,1,3,3,2,2,2,120,2,2,140,2,2,2,20,1,1,810,1,0,1,2,20,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,180000,2,1100,8,2,0,0,0,412700,4,0,0,0,0,1,1,412700,9,0,4,4,4,1,1,1,3,0,2,0,0
46926,"H",2,3701,1,42,1000000,1001264,86,1,1,3,0,0,1,2,7,0,0,2,0,0,0,2,0,2,2,3,1,3,0,2,0,0,0,0,0,0,0,1,3,2,650,1,9,0,1,0,1,1,3,1,0,0,1,1,4,0,0,0,1,0,0,0,0,650,19,1,4,40600,9,0,4,4,4,1,1,1,7,0,0,0,0
46939,"H",2,1900,1,42,1000000,1001264,97,3,1,1,1,0,1,3,2,1,2,2,0,2,2,130,2,2,2,100,1,1,500,1,0,1,1,540,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,115000,1,600,2,7,0,0,0,11910,2,0,0,0,0,1,3,11910,9,0,2,2,2,1,1,1,5,1,3,0,-0.00100000000384171
46972,"H",2,2901,1,42,1000000,1001264,172,1,1,1,1,0,1,3,2,2,2,2,0,2,2,320,2,2,2,3,1,3,550,2,0,1,1,1000,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,150000,1,340,1,0,0,0,0,0,0,0,0,0,0,1,6,55000,9,0,4,4,4,1,1,1,3,0,0,0,0
47025,"H",2,3206,1,42,1000000,1001264,51,3,1,1,1,0,1,3,3,2,2,2,0,2,2,80,2,2,2,50,1,1,0,1,0,1,0,0,0,0,2,1,5,2,1800,1,9,2,1,0,1,1,3,1,0,0,3,80,3,0,0,1,0,0,0,0,0,1937,101,1,5,14000,9,0,4,4,4,1,1,1,2,0,0,0,0.00100000000384171
47150,"H",2,4002,1,42,1000000,1001264,19,3,1,3,2,1,1,3,2,0,2,2,0,0,0,100,0,2,2,120,1,1,450,2,0,0,2,100,2,1,0,1,7,0,0,1,9,0,1,0,1,1,1,1,0,160000,2,40,5,1,0,0,0,117300,2,0,1,0,0,1,1,117300,9,1,2,4,2,1,1,1,7,0,3,1,-1.45519152283669e-11
47214,"H",2,2100,1,42,1000000,1001264,102,1,1,3,1,0,1,2,3,0,2,2,0,0,0,30,0,2,2,3,2,1,0,2,0,0,0,0,0,0,0,1,4,2,420,1,9,0,1,0,1,1,3,1,0,0,1,2,3,0,0,0,1,0,0,0,0,450,32,1,6,16700,9,0,4,4,4,1,1,1,5,0,0,0,0
47239,"H",2,1701,1,42,1000000,1001264,100,2,1,1,0,0,1,2,5,1,0,2,0,2,2,120,2,1,2,100,1,1,0,1,0,1,0,0,0,0,2,1,4,0,0,1,9,2,1,0,1,1,4,1,0,0,1,2,11,7,0,0,0,12750,2,0,0,0,0,1,3,12750,9,0,2,2,2,1,1,1,3,1,2,0,0
47321,"H",2,1804,1,42,1000000,1001264,316,2,1,1,1,0,1,3,2,1,2,2,0,2,2,70,1,2,2,30,1,1,600,1,0,2,1,1100,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,120000,1,80,4,1,0,0,0,75000,4,0,0,0,0,1,1,75000,9,0,4,4,4,1,1,1,4,0,2,0,0
47327,"H",2,3501,1,42,1000000,1001264,132,1,1,1,0,0,1,1,9,2,0,2,0,2,1,1,2,2,2,1,2,3,0,1,0,2,0,0,0,0,2,1,3,1,2800,1,9,2,1,0,1,1,3,1,0,0,0,1,7,0,0,0,1,0,0,0,0,2800,101,1,6,26400,9,0,4,4,4,1,1,1,6,0,0,0,0
47331,"H",2,1501,1,42,1000000,1001264,112,3,1,1,1,0,1,2,2,2,2,2,0,2,2,50,2,2,2,130,2,1,760,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,42000,2,850,1,1,1,0,1,33610,4,0,1,0,0,1,1,33610,9,0,4,4,4,1,1,1,7,0,3,0,7.27595761418343e-12
47349,"H",2,3104,1,42,1000000,1001264,116,2,1,1,1,0,1,2,3,2,2,2,0,2,2,230,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,5,2,1200,1,9,2,1,0,1,1,3,1,0,0,2,1,7,0,0,0,1,0,0,0,0,1430,22,1,7,78000,9,0,4,4,4,1,1,1,3,0,0,0,0
47474,"H",2,1803,1,42,1000000,1001264,74,1,1,3,0,0,1,4,5,0,0,2,0,0,0,180,0,2,2,560,2,1,800,2,0,0,0,0,0,3,0,1,16,0,0,1,9,0,1,0,1,1,2,1,0,92000,0,1000,1,0,0,0,0,0,0,0,0,0,0,1,6,21000,9,0,4,4,4,1,1,1,5,0,0,0,0
47507,"H",2,2302,1,42,1000000,1001264,114,1,1,1,1,0,1,1,2,1,2,2,0,2,2,120,1,2,2,10,1,1,0,1,0,2,0,0,0,0,2,1,5,2,430,1,9,2,1,0,1,1,3,1,0,0,1,1100,3,0,0,0,0,0,0,0,0,652,12,1,4,65000,9,0,4,4,4,1,1,1,4,0,0,0,0
47513,"H",2,300,1,42,1000000,1001264,101,3,1,1,1,0,1,5,2,2,2,2,0,2,1,110,2,2,2,130,1,1,280,1,0,2,2,1100,2,1,2,1,11,0,0,1,9,2,1,430,1,1,1,1,0,2e+05,3,980,1,1,0,0,0,140100,4,0,1,0,0,1,1,140100,9,0,4,4,4,1,1,1,6,0,3,0,0
47522,"H",2,3402,1,42,1000000,1001264,65,1,1,1,1,0,1,4,3,2,2,2,0,2,2,100,2,2,2,2,1,1,900,1,0,1,1,1600,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,260000,3,600,1,0,0,0,0,0,0,0,0,0,0,1,4,40000,9,0,4,4,4,1,1,1,4,0,0,0,2.18278728425503e-11
47533,"H",2,2100,1,42,1000000,1001264,45,1,1,3,1,0,1,3,1,0,2,2,0,0,0,200,0,2,2,3,2,3,340,2,2200,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,1e+05,0,2100,5,0,0,0,1,0,0,0,1,0,0,1,6,13700,9,0,4,4,4,1,1,1,7,0,0,0,0
47554,"H",2,2802,1,42,1000000,1001264,41,4,1,1,1,0,1,3,3,1,2,2,0,2,2,130,2,2,2,3,1,3,630,1,0,1,1,800,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,110000,2,250,5,7,0,0,0,38000,1,0,0,0,0,1,3,116000,9,0,1,1,1,1,1,1,2,2,3,0,0
47580,"H",2,2001,1,42,1000000,1001264,95,1,1,1,1,0,1,2,2,1,2,2,0,2,1,40,2,2,2,70,1,1,400,1,0,2,2,210,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,60000,1,140,1,0,0,0,0,0,0,0,0,0,0,1,4,49000,9,0,4,4,4,1,1,1,1,0,0,0,0.00099999998928979
47583,"H",2,3503,1,42,1000000,1001264,41,1,1,1,0,0,1,3,6,2,0,2,0,2,1,80,2,2,2,3,2,3,0,1,0,2,0,0,0,0,2,1,5,2,680,1,9,2,1,0,1,1,3,1,0,0,1,1000,7,0,0,0,0,0,0,0,0,843,45,1,4,22400,9,0,4,4,4,1,1,1,5,0,0,0,0
47594,"H",2,400,1,42,1000000,1001264,32,2,1,1,2,1,1,3,2,2,2,2,0,2,2,90,2,2,2,150,1,1,500,1,0,1,2,150,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,160000,2,2,6,1,0,0,0,104000,4,0,1,0,0,1,1,104000,9,0,4,4,4,1,1,1,3,0,2,0,-2.91038304567337e-11
47696,"H",2,1807,1,42,1000000,1001264,513,2,1,1,1,0,1,2,3,1,2,2,0,2,2,100,2,2,2,50,1,1,0,2,0,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,120000,2,540,5,0,0,0,1,0,0,0,1,0,0,1,7,72000,9,0,4,4,4,1,1,1,5,0,0,0,-0.00100000000020373
47734,"H",2,200,1,42,1000000,1001264,63,2,1,3,3,6,1,3,3,0,2,2,0,0,0,310,0,2,2,3,2,1,700,2,0,0,1,1100,1,1,0,1,5,0,0,1,9,0,1,0,1,1,1,1,0,110000,2,2,6,1,0,0,0,58000,4,0,0,0,0,1,1,58000,9,0,4,4,4,1,1,1,7,0,2,0,0
47794,"H",2,2702,1,42,1000000,1001264,89,6,1,1,1,0,1,3,2,2,2,2,0,2,1,80,2,2,2,3,1,3,1400,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,4,2,6,2,1,0,1,84410,2,0,1,0,0,1,1,84410,9,1,2,2,2,1,1,2,5,2,6,0,0
47801,"H",2,3602,1,42,1000000,1001264,79,2,1,1,2,1,1,3,2,1,2,2,0,2,2,160,2,2,2,3,1,3,600,1,0,1,2,230,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,130000,3,2,6,3,1,0,1,39600,4,0,0,0,0,1,1,39600,9,0,4,4,4,1,1,1,7,0,2,0,0
47810,"H",2,500,1,42,1000000,1001264,24,1,1,3,3,2,1,2,2,0,2,2,0,0,0,110,0,2,1800,150,2,2,870,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,150000,2,450,19,0,0,0,0,0,0,0,0,0,0,1,4,13100,9,0,4,4,4,1,1,1,1,0,0,0,71021.832
47857,"H",2,3106,1,42,1000000,1001264,87,1,1,1,1,0,1,2,2,2,2,2,0,2,2,490,2,2,2,240,1,1,1300,1,0,1,0,0,0,3,2,1,10,0,0,1,9,2,1,0,1,1,2,1,0,517000,1,1100,1,0,0,0,1,0,0,0,1,0,0,1,6,218500,9,0,4,4,4,1,1,1,4,0,0,0,0
47884,"H",2,3206,1,42,1000000,1001264,101,1,1,1,0,0,1,2,5,1,0,2,390,2,2,80,2,2,2,3,1,3,400,1,0,1,1,930,1,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,155000,1,360,4,0,0,0,0,0,0,0,0,0,0,1,6,55000,9,0,4,4,4,1,1,1,2,0,0,0,0
48037,"H",2,3603,1,42,1000000,1001264,25,1,1,3,1,0,1,3,2,0,2,2,0,0,0,50,0,2,2,60,2,1,470,1,0,0,0,0,0,3,0,1,7,0,0,1,9,0,1,0,1,1,2,1,0,1e+05,1,1400,5,0,0,0,0,0,0,0,0,0,0,1,4,27430,9,0,4,4,4,1,1,1,7,0,0,0,0
48072,"H",2,3404,1,42,1000000,1001264,161,4,1,1,2,1,1,3,2,1,2,2,0,2,2,320,2,2,380,180,1,2,1100,1,0,1,0,0,0,3,2,1,10,0,0,1,9,2,1,0,1,1,2,1,0,325000,3,2,5,2,0,0,0,620000,2,0,0,0,0,1,1,620000,9,0,2,2,2,1,1,1,5,2,4,0,18949.313
48202,"H",2,200,1,42,1000000,1001264,91,1,1,1,0,0,1,1,4,1,0,2,0,2,2,50,2,2,2,70,1,1,0,1,0,1,0,0,0,0,2,1,4,2,250,1,9,2,1,0,1,1,3,1,0,0,1,400,2,0,0,0,0,0,0,0,0,403,10,1,4,50000,9,0,4,4,4,1,1,1,5,0,0,0,0
48262,"H",2,600,1,42,1000000,1001264,228,2,1,1,1,0,1,3,2,2,2,2,0,2,1,260,2,2,400,3,1,3,1200,1,0,2,1,2200,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,225000,3,380,7,4,0,0,0,155100,4,0,0,0,0,1,1,155100,9,0,4,4,4,1,1,1,5,0,2,0,28455.777
48288,"H",2,3900,1,42,1000000,1001264,86,2,1,1,1,0,1,2,2,2,2,2,0,2,2,200,2,2,2,20,2,1,900,2,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,50000,2,100,3,5,0,0,0,60000,4,0,1,0,0,1,2,60000,9,0,4,4,4,1,1,1,3,0,2,0,7.27595761418343e-12
48441,"H",2,2600,1,42,1000000,1001264,31,2,1,1,2,1,1,4,2,2,2,2,0,2,2,510,2,2,2,3,2,3,900,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,225000,3,2,5,4,0,0,0,42600,4,0,0,0,0,1,1,42600,9,0,4,4,4,1,1,1,7,0,2,0,0
48518,"H",2,1300,1,42,1000000,1001264,36,2,1,3,1,0,1,3,1,0,2,2,0,0,0,50,0,2,2,30,2,1,350,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,22000,3,900,5,4,1,0,1,20800,4,0,0,0,0,1,1,20800,9,0,4,4,4,1,1,1,7,0,2,0,3.63797880709171e-12
48537,"H",2,3702,1,42,1000000,1001264,132,2,1,1,1,0,1,3,2,2,2,2,0,2,1,60,2,2,2,30,1,1,850,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,250000,2,720,7,4,0,0,0,45000,4,0,0,0,0,1,1,45000,9,0,4,4,4,1,1,1,5,0,2,0,0.00100000000384171
48574,"H",2,1600,1,42,1000000,1001264,77,2,1,1,2,1,1,3,2,2,2,2,0,2,2,150,2,2,2,3,1,3,1100,1,0,1,1,1300,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,2,550,10,1,0,0,0,162000,4,0,0,0,0,1,1,162000,9,0,4,4,4,1,1,1,4,0,2,0,0
48636,"H",2,3800,1,42,1000000,1001264,20,2,1,1,1,0,1,3,2,1,2,2,0,2,1,140,2,2,2100,3,2,4,440,1,0,2,1,1100,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,150000,5,1000,5,4,0,0,0,55600,4,0,1,0,0,1,1,55600,9,0,4,4,4,1,1,1,7,0,2,0,75911.296
48663,"H",2,1805,1,42,1000000,1001264,291,2,1,1,1,0,1,3,2,2,2,2,0,2,2,80,1,2,2,220,1,1,0,1,0,2,1,880,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,145000,2,400,2,0,0,0,0,0,0,0,0,0,0,1,5,104000,9,0,4,4,4,1,1,1,2,0,0,0,0
48698,"H",2,3302,1,42,1000000,1001264,60,3,1,1,1,0,1,3,3,1,2,2,0,2,1,130,1,2,2,180,1,1,330,1,0,1,1,800,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,140000,2,2100,1,1,1,0,1,73300,2,0,0,0,0,2,1,73300,9,0,2,4,2,1,1,1,5,0,3,0,0.0010000000013406
48818,"H",2,500,1,42,1000000,1001264,34,2,1,1,0,0,1,3,4,2,0,2,0,2,1,180,2,2,2,380,1,1,860,1,0,2,2,900,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,250000,2,520,1,8,1,0,1,61600,4,0,1,0,0,1,3,61600,9,0,4,4,4,1,1,1,6,0,2,0,0
48852,"H",2,1502,1,42,1000000,1001264,38,1,1,3,1,0,1,2,2,0,2,2,0,0,0,130,0,2,2,70,1,1,460,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,115000,1,480,7,0,0,0,1,0,0,0,1,0,0,1,4,48100,9,0,4,4,4,1,1,1,5,0,0,0,0
48879,"H",2,802,1,42,1000000,1001264,284,1,1,1,1,0,1,2,2,1,2,2,0,2,2,130,2,1,2,40,1,1,0,1,0,2,0,0,0,0,2,1,6,0,0,1,9,2,1,0,1,1,4,1,0,0,0,1400,3,0,0,0,0,0,0,0,0,0,0,1,6,16000,9,0,4,4,4,1,1,1,4,0,0,0,0
48929,"H",2,3602,1,42,1000000,1001264,202,1,1,1,1,0,1,3,2,2,2,2,0,2,2,40,2,2,2,30,1,1,250,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,2,130,2,0,0,0,0,0,0,0,0,0,0,1,6,37850,9,0,4,4,4,1,1,1,5,0,0,0,0
48942,"H",2,3003,1,42,1000000,1001264,189,3,1,1,1,0,1,4,2,2,2,2,0,2,2,370,2,2,2,3,1,3,1200,1,0,1,1,2300,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,350000,4,600,5,1,1,0,1,71200,4,0,1,0,0,4,1,71200,9,0,4,4,4,1,1,1,5,0,3,0,0
48966,"H",2,1803,1,42,1000000,1001264,53,2,1,1,1,0,1,4,2,1,2,2,0,2,1,80,2,2,2,290,1,1,640,1,0,2,1,250,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,135000,3,490,1,5,0,0,0,149000,4,0,1,0,0,1,2,149000,9,0,4,4,4,1,1,1,5,0,2,0,0
48969,"H",2,102,1,42,1000000,1001264,95,2,1,1,2,1,1,4,2,2,2,2,0,2,2,220,2,2,2,250,1,1,1000,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,2,2,3,2,0,0,0,167160,4,0,0,0,0,1,1,167160,9,0,4,4,4,1,1,1,5,0,2,0,7.27595761418343e-12
48990,"H",2,3900,1,42,1000000,1001264,55,2,1,1,2,1,1,4,2,1,2,2,0,2,2,500,2,2,2,3,1,3,850,1,0,1,2,100,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,180000,1,150,5,4,0,0,0,34500,4,0,0,0,0,1,1,34500,9,0,4,4,4,1,1,1,6,0,2,0,0
49008,"H",2,2002,1,42,1000000,1001264,249,3,1,3,1,0,1,3,2,0,2,2,0,0,0,40,0,2,2,110,2,1,450,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,120000,1,130,4,2,1,0,1,97870,4,0,1,0,0,1,1,97870,9,0,4,4,4,1,1,1,5,0,3,0,0
49088,"H",2,3203,1,42,1000000,1001264,76,1,1,1,1,0,1,3,3,2,2,2,0,2,1,80,2,2,2,30,2,1,1200,1,0,1,2,330,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,1,360,2,0,0,0,0,0,0,0,0,0,0,1,6,19200,9,0,4,4,4,1,1,1,7,0,0,0,-0.00100000000384171
49119,"H",2,1805,1,42,1000000,1001264,148,3,1,1,1,0,1,3,2,1,2,2,0,2,2,170,2,1,2,280,1,1,0,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,10000,0,1500,1,8,0,0,0,16900,4,0,0,0,0,1,3,19900,9,0,4,4,4,1,1,1,3,0,2,0,0
49162,"H",2,3205,1,42,1000000,1001264,138,3,1,1,1,0,1,3,3,1,2,2,0,2,2,40,1,2,2,50,1,3,580,1,0,2,1,530,1,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,70000,1,60,3,1,0,0,0,64000,1,0,0,0,0,1,1,64000,9,0,1,1,1,1,1,1,1,1,3,0,0
49189,"H",2,1100,1,42,1000000,1001264,78,3,1,2,3,1,1,2,2,0,2,2,0,0,0,90,0,2,50,3,1,4,400,1,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,5e+05,4,2,8,2,0,0,0,90000,4,0,0,0,0,1,1,90000,9,0,4,4,4,1,1,1,5,0,3,0,2492.523
49215,"H",2,1900,1,42,1000000,1001264,33,1,1,3,2,1,1,3,2,0,2,2,0,0,0,70,0,2,2,230,2,1,980,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,240000,2,2,5,0,0,0,0,0,0,0,1,0,0,1,6,140470,9,0,4,4,4,1,1,1,7,0,0,0,7.27595761418343e-12
49329,"H",2,2600,1,42,1000000,1001264,88,2,1,1,1,0,1,7,2,1,2,2,0,2,2,150,2,2,2,90,1,1,2500,1,0,2,2,400,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,325000,2,1000,1,1,0,0,0,229000,4,0,0,0,0,1,1,229000,9,0,4,4,4,1,1,1,4,0,2,0,-3.63797880709171e-12
49345,"H",2,300,1,42,1000000,1001264,25,3,1,1,2,1,1,3,2,1,2,2,0,2,2,150,2,2,2,3,1,1,1000,1,0,2,2,850,2,1,2,1,5,0,0,1,9,2,1,0,1,2,1,1,0,150000,2,400,10,1,0,0,0,94000,2,0,0,0,0,1,1,94000,9,0,1,1,1,1,1,1,4,1,3,0,0
49370,"H",2,101,1,42,1000000,1001264,42,1,1,1,1,0,1,3,2,2,2,2,0,2,2,70,2,2,2,40,1,1,560,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,120000,1,580,4,0,0,0,0,0,0,0,0,0,0,1,6,50100,9,0,4,4,4,1,1,1,4,0,0,0,0
49431,"H",2,2500,1,42,1000000,1001264,41,2,1,1,1,0,1,3,2,1,2,2,0,2,1,70,2,2,2,160,1,1,500,1,0,2,2,580,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,86000,2,310,4,7,1,0,1,62000,4,0,0,0,0,1,3,62000,9,0,4,4,4,1,1,1,6,0,2,0,3.63797880709171e-12
49480,"H",2,2002,1,42,1000000,1001264,85,2,1,1,1,0,1,4,2,1,2,2,0,2,2,110,2,2,2,20,1,1,800,1,0,1,1,940,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,145000,2,100,2,0,0,0,0,0,0,0,0,0,0,1,5,98000,9,0,4,4,4,1,1,1,1,0,0,0,0
49547,"H",2,2401,1,42,1000000,1001264,269,3,1,1,0,0,1,1,5,1,0,2,0,2,2,50,2,2,2,80,1,1,0,1,0,2,0,0,0,0,2,1,4,2,650,1,9,2,1,0,1,1,3,1,0,0,1,1,1,5,0,0,1,50000,1,0,0,780,16,1,2,59000,9,0,1,1,1,1,1,1,3,1,2,0,0
49574,"H",2,702,1,42,1000000,1001264,39,2,1,1,2,1,1,3,2,2,2,2,0,2,2,130,2,2,1100,50,1,4,450,1,0,1,2,370,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,30000,0,2,5,1,0,0,0,50000,4,0,1,0,0,1,1,50000,9,0,4,4,4,1,1,1,7,0,2,0,49254.255
49579,"H",2,2500,1,42,1000000,1001264,407,4,1,1,1,0,1,2,2,1,2,2,0,2,2,240,2,1,2,3,2,3,0,2,0,2,0,0,0,0,2,1,4,2,550,1,9,2,1,0,1,1,3,1,0,0,0,600,5,6,1,1,1,20500,3,0,0,840,49,2,2,20500,9,0,3,4,3,1,1,1,4,0,4,0,0
49600,"H",2,3701,1,42,1000000,1001264,29,4,1,1,1,0,1,3,2,2,2,2,0,2,2,120,2,2,2,40,1,1,600,1,0,1,1,1500,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,180000,2,1200,7,1,0,0,0,104000,3,0,0,0,0,1,1,104000,9,0,1,1,1,1,1,1,4,2,4,0,0.000999999996565748
49638,"H",2,702,1,42,1000000,1001264,33,1,1,1,2,1,1,4,2,1,2,2,0,2,2,150,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,7,2,600,1,9,2,1,0,1,1,3,1,0,0,1,2,4,0,0,0,1,0,0,0,0,750,4,1,4,244500,9,0,4,4,4,1,1,1,4,0,0,0,0
49688,"H",2,3211,1,42,1000000,1001264,154,2,1,1,2,1,1,3,3,1,2,2,0,2,1,100,2,1,2,60,1,1,600,1,0,1,1,1000,1,2,2,1,4,0,0,1,9,2,1,1000,1,1,1,1,0,50000,0,480,1,8,0,0,0,15600,4,0,0,0,0,1,3,15600,9,0,4,4,4,1,1,1,7,0,2,0,0
49699,"H",2,4002,1,42,1000000,1001264,18,1,1,3,1,0,1,2,2,0,2,2,0,0,0,310,0,2,1300,3,2,4,990,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,2,2,1,0,1e+05,0,660,2,0,0,0,0,0,0,0,1,0,0,1,6,26800,9,0,4,4,4,1,1,1,7,0,0,0,53612.534
49765,"H",2,102,1,42,1000000,1001264,14,3,1,1,2,1,1,4,2,1,2,2,0,2,1,90,2,2,2,70,1,1,0,1,0,1,0,0,0,0,2,1,8,2,940,1,9,2,1,0,1,1,3,1,0,0,1,250,4,7,0,0,0,75000,2,0,0,1121,18,1,3,75000,9,0,2,2,2,1,1,1,1,2,3,0,0.00100000000384171
49785,"H",2,3404,1,42,1000000,1001264,69,4,1,1,1,0,1,3,1,1,2,2,0,2,2,230,2,1,1800,560,1,2,0,1,5600,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,15000,1,1000,6,7,1,0,1,39900,2,0,0,0,0,1,3,39900,9,1,1,4,1,1,1,2,6,0,4,0,63454.627
49805,"H",2,3106,1,42,1000000,1001264,102,2,1,1,1,0,1,3,2,1,2,2,0,2,2,280,2,2,2,180,1,1,1800,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,275000,0,120,4,4,1,0,1,13000,4,0,1,0,0,1,1,13000,9,0,4,4,4,1,1,1,7,0,2,0,0.00100000000384171
49908,"H",2,1807,1,42,1000000,1001264,273,4,1,1,1,0,1,3,2,1,2,2,0,2,2,30,1,2,2,50,1,1,0,1,0,2,0,0,0,0,2,1,6,2,1400,1,9,2,1,0,1,1,3,1,0,0,2,2000,4,1,1,1,1,81200,3,0,0,1647,24,1,1,81200,9,0,1,1,1,1,1,1,1,2,4,0,0
49939,"H",2,3204,1,42,1000000,1001264,81,1,1,1,1,0,1,3,3,1,2,2,0,2,2,160,2,1,2,160,1,1,1300,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,1,600,1,0,0,0,0,0,0,0,0,0,0,1,6,1600,9,0,4,4,4,1,1,1,5,0,0,0,-1.45519152283669e-11
49960,"H",2,2801,1,42,1000000,1001264,46,1,1,3,2,1,1,3,2,0,2,2,0,0,0,200,0,2,1000,3,2,3,1000,2,0,0,0,0,0,3,0,1,9,0,0,1,9,0,1,0,1,1,2,1,0,175000,1,2,5,0,0,0,0,0,0,0,1,0,0,3,6,23000,9,0,4,4,4,1,1,1,7,0,0,0,55218.549
49988,"H",2,3204,1,42,1000000,1001264,82,3,1,1,1,0,1,3,3,2,2,2,0,2,2,80,2,2,2,140,1,1,1600,1,0,1,2,890,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,130000,1,540,1,8,1,0,1,55200,2,0,1,0,0,1,3,55200,9,1,2,4,2,1,1,2,7,0,3,0,7.27595761418343e-12
50006,"H",2,2302,1,42,1000000,1001264,77,4,1,1,1,0,1,3,2,1,2,2,0,2,2,110,1,2,2,30,1,1,400,1,0,2,1,920,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,145000,2,600,3,1,0,0,0,72000,2,0,0,0,0,1,1,72000,9,0,2,2,2,1,1,1,5,2,4,0,0
