"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUNG"
514414,"H",2,2902,1,42,1000000,1001264,56,1,1,3,0,0,1,2,6,0,0,2,0,0,0,60,0,2,2,20,2,1,0,2,0,0,0,0,0,0,0,1,6,2,600,1,9,0,1,0,1,1,3,1,0,0,1,2,2,0,0,1,0,0,0,0,0,680,60,1,6,13600,9,0,4,4,4,1,1,1,1,0,0,0,0
514633,"H",2,2902,1,42,1000000,1001264,82,3,1,1,2,1,1,5,2,2,2,2,0,2,1,180,2,2,2,3,1,4,790,1,0,2,1,1800,1,1,2,1,16,0,0,1,9,2,1,250,1,1,1,1,0,225000,3,2,5,1,1,0,1,83300,4,0,1,0,0,1,1,124000,9,0,4,4,4,1,1,1,5,0,2,0,0
520379,"H",2,3603,1,42,1000000,1001264,33,3,1,1,1,0,1,4,2,1,2,2,0,2,2,160,2,2,2,80,1,1,1000,1,0,1,1,1200,1,1,2,1,10,0,0,1,9,2,1,100,1,1,1,1,0,210000,3,1200,4,1,0,0,0,147000,4,0,0,0,0,1,1,147000,9,0,4,4,4,1,1,1,5,0,3,0,157468.668
524144,"H",2,2902,1,42,1000000,1001264,88,3,1,1,1,0,1,3,1,2,2,2,0,2,2,230,2,2,1600,3,2,4,0,1,0,1,0,0,0,0,2,1,5,2,500,1,9,2,1,0,1,1,3,1,0,0,4,1000,3,2,0,0,0,49000,4,0,0,946,23,1,1,49000,9,0,4,4,4,1,1,1,7,0,3,0,0
524876,"H",2,2301,1,42,1000000,1001264,52,2,1,3,0,0,1,2,5,0,0,2,0,0,0,110,0,1,2300,3,1,4,0,1,0,0,0,0,0,0,0,1,5,2,580,1,9,0,1,0,1,1,3,1,0,0,0,1,1,8,0,0,0,6000,2,0,0,882,101,1,3,6000,9,0,2,2,2,1,1,1,1,1,2,0,0
526025,"H",2,702,1,42,1000000,1001264,56,2,1,1,0,0,1,2,5,1,0,2,0,2,2,110,2,2,2,1,1,1,0,1,0,1,0,0,0,0,2,1,6,2,680,1,9,2,1,0,1,1,3,1,0,0,1,1,4,0,0,0,0,0,0,0,0,790,101,1,7,720,9,0,4,4,4,1,1,1,2,0,0,0,0
526933,"H",2,3209,1,42,1000000,1001264,340,2,1,1,0,0,1,1,6,1,0,2,0,2,2,40,2,2,2,1,1,1,0,1,0,1,0,0,0,0,2,1,2,2,1200,1,9,2,1,0,1,1,3,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1240,23,1,5,64000,9,0,4,4,4,1,1,1,3,0,0,0,0
527903,"H",2,1100,1,42,1000000,1001264,26,1,1,1,0,0,1,2,6,2,0,2,0,2,1,250,2,2,2,3,2,3,0,1,0,2,0,0,0,0,2,1,5,2,600,1,9,2,1,0,1,1,3,1,0,0,1,1,1,0,0,0,1,0,0,0,0,850,101,1,6,8820,9,0,4,4,4,1,1,1,1,0,0,0,0
528003,"H",2,3303,1,42,1000000,1001264,136,1,1,1,0,0,1,2,6,1,0,2,0,2,2,50,2,2,1,2,2,4,0,1,0,1,0,0,0,0,1,1,6,2,870,1,9,2,1,0,1,1,3,1,0,0,1,1,1,0,0,0,1,0,0,0,0,920,20,1,6,54600,9,0,4,4,4,1,1,1,5,0,0,0,0
528776,"H",2,1100,1,42,1000000,1001264,47,2,1,1,2,1,1,4,2,2,2,2,0,2,1,160,2,2,2000,3,1,6,650,1,0,2,2,820,2,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,220000,2,2,1,1,0,0,0,89000,4,0,1,0,0,1,1,89000,9,0,4,4,4,1,1,1,4,0,2,0,112872.696
528881,"H",2,3003,1,42,1000000,1001264,147,4,1,1,1,0,1,4,2,1,2,2,0,2,2,190,2,1,2,3,1,4,2000,1,0,1,1,1100,1,1,2,1,8,0,0,1,9,2,1,270,1,1,1,1,0,170000,1,480,3,2,1,0,1,79200,1,0,0,0,0,1,1,79200,9,0,1,4,1,1,1,1,6,0,4,0,99183.722
530431,"H",2,2100,1,42,1000000,1001264,16,3,1,1,1,0,1,3,1,2,2,2,0,2,2,70,2,1,700,350,1,4,0,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,10000,3,910,7,1,1,0,1,209500,1,0,1,0,0,1,1,209500,9,0,1,1,1,1,1,1,3,1,3,0,39045.784
534459,"H",2,3204,1,42,1000000,1001264,216,2,1,1,0,0,1,2,9,2,0,2,0,2,2,30,2,1,2,1,1,1,0,1,0,1,0,0,0,0,2,1,5,2,980,1,9,2,1,0,1,1,3,1,0,0,1,2,4,8,1,1,1,940,4,0,0,1010,101,1,3,940,9,0,4,4,4,1,1,1,5,0,2,0,16005.184
535642,"H",2,1701,1,42,1000000,1001264,47,1,1,1,0,0,1,0,7,2,0,2,0,2,2,60,2,2,2,3,1,4,0,1,0,1,0,0,0,0,2,1,1,2,800,1,9,2,1,0,1,1,3,1,0,0,0,1,3,0,0,0,1,0,0,0,0,860,101,5,4,7000,9,0,4,4,4,1,1,1,1,0,0,0,0
538035,"H",2,3501,1,42,1000000,1001264,164,2,1,1,0,0,1,1,5,2,0,2,0,2,2,100,2,2,2,100,1,1,0,1,0,1,0,0,0,0,2,1,3,2,800,1,9,2,1,0,1,1,3,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1000,14,1,5,88000,9,0,4,4,4,1,1,1,1,0,0,0,0
538775,"H",2,1400,1,42,1000000,1001264,31,5,1,1,2,1,1,4,2,2,2,2,0,2,1,340,2,2,2,3,1,3,850,1,0,2,1,1800,1,1,2,1,11,0,0,1,9,2,1,730,1,1,1,1,0,280000,2,2,10,1,0,0,0,151000,2,0,0,0,0,1,1,151000,9,0,2,2,2,1,1,1,4,3,5,0,28349.553
539397,"H",2,1100,1,42,1000000,1001264,14,2,1,1,1,0,1,3,2,1,2,2,0,2,1,190,2,2,1500,20,1,4,500,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,5,1000,1,4,0,0,0,49300,4,0,1,0,0,1,1,49300,9,0,4,4,4,1,1,1,7,0,2,0,39292.5
540019,"H",2,3208,1,42,1000000,1001264,212,2,1,3,0,0,1,1,5,0,0,2,0,0,0,130,0,2,2,240,2,1,1400,2,0,0,2,900,1,1,0,1,3,0,0,1,9,0,1,0,1,1,1,1,0,150000,1,1200,1,0,0,0,1,0,0,0,1,0,0,1,5,78200,9,0,4,4,4,1,1,1,5,0,0,0,0
543478,"H",2,2901,1,42,1000000,1001264,135,4,1,1,1,0,1,4,2,2,2,2,0,2,2,210,2,2,2,3,1,3,100,1,0,1,2,1000,1,1,2,1,9,0,0,1,9,2,1,100,1,1,1,1,0,2e+05,4,300,3,8,1,0,1,15000,2,0,0,0,0,2,3,15000,9,0,2,2,2,1,1,1,4,2,4,0,0
543831,"H",2,400,1,42,1000000,1001264,65,4,1,2,1,0,1,3,1,0,2,2,0,0,0,180,0,1,2,80,1,1,0,2,2400,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,90000,1,960,7,8,0,0,0,4700,3,0,0,0,0,1,3,4700,9,0,3,3,3,1,1,1,3,2,3,0,0
543865,"H",2,1300,1,42,1000000,1001264,66,1,1,1,0,0,1,1,9,2,0,2,0,2,2,80,2,2,2,3,2,3,0,1,0,1,0,0,0,0,2,1,3,2,450,1,9,2,1,0,1,1,3,1,0,0,0,1,6,0,0,0,0,0,0,0,0,530,29,1,6,22200,9,0,4,4,4,1,1,1,1,0,0,0,27370.235
545072,"H",2,2803,1,42,1000000,1001264,94,1,1,3,0,0,1,1,9,0,0,2,0,0,0,20,0,2,2,3,1,3,0,1,0,0,0,0,0,0,0,1,2,2,430,1,9,0,1,0,1,1,3,1,0,0,1,1,5,0,0,0,0,0,0,0,0,450,27,1,6,20000,9,0,4,4,4,1,1,1,4,0,0,0,8720.575
546005,"H",2,3302,1,42,1000000,1001264,39,1,1,3,0,0,1,0,9,0,0,2,0,0,0,150,0,1,2,3,2,3,0,2,0,0,0,0,0,0,0,1,1,2,130,1,9,0,1,0,1,1,3,1,0,0,1,1,6,0,0,0,0,0,0,0,0,280,32,1,6,10400,9,0,4,4,4,1,1,1,3,0,0,0,23686.231
546787,"H",2,3002,1,42,1000000,1001264,96,3,1,1,1,0,1,4,2,1,2,2,0,2,2,210,1,2,2,3,1,1,980,1,0,2,1,2600,1,1,2,1,12,0,0,1,9,2,1,0,1,1,1,1,0,465000,1,350,7,1,0,0,0,115810,1,0,0,0,0,1,1,115810,9,0,1,1,1,1,1,1,1,1,3,0,0
547028,"H",2,3206,1,42,1000000,1001264,139,2,1,1,0,0,1,2,9,2,0,2,0,2,1,110,2,2,2,100,1,1,0,1,0,2,0,0,0,0,2,1,5,2,1100,1,9,2,1,0,1,1,3,1,0,0,1,2,4,7,0,0,0,73100,4,0,0,1310,22,2,3,73100,9,0,4,4,4,1,1,1,3,0,2,0,0
547950,"H",2,2702,1,42,1000000,1001264,71,1,1,1,0,0,1,1,6,2,0,2,0,1,1,40,2,1,2,20,2,1,0,1,0,2,0,0,0,0,2,1,2,2,400,1,9,1,1,0,1,1,3,1,0,0,1,1,3,0,0,0,0,0,0,0,0,460,33,3,4,16800,9,0,4,4,4,1,1,1,3,0,0,0,13648.743
548851,"H",2,3503,1,42,1000000,1001264,47,2,1,1,2,1,1,3,2,2,2,2,0,1,2,210,2,2,2,3,2,3,600,1,0,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,250000,2,2,10,4,0,0,0,42800,4,0,0,0,0,1,1,42800,9,0,4,4,4,1,1,1,4,0,2,0,0
548895,"H",2,3404,1,42,1000000,1001264,88,4,1,1,2,1,1,4,2,2,2,2,0,2,2,210,2,2,2,100,1,2,800,1,0,1,2,1400,2,1,2,1,10,0,0,1,9,2,1,130,1,1,1,1,0,380000,2,500,6,2,0,0,0,180000,2,0,0,0,0,1,1,180000,9,0,2,2,2,1,1,1,4,2,4,0,0
549225,"H",2,1900,1,42,1000000,1001264,39,2,1,1,3,1,1,3,1,2,2,2,0,2,2,250,2,2,2,70,1,6,70,1,0,2,1,670,1,1,2,1,9,0,0,1,9,1,1,0,1,1,1,1,0,1e+05,3,2,7,1,0,0,0,85000,4,0,1,0,0,3,1,85000,9,0,4,4,4,1,1,1,3,0,2,0,0
553226,"H",2,3105,1,42,1000000,1001264,59,4,1,1,1,0,1,4,2,1,2,2,0,2,2,190,2,2,2,2,1,1,1500,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,350000,4,1000,4,2,1,0,1,517934,4,0,1,0,0,1,1,517934,9,0,4,4,4,1,1,1,7,0,4,0,15673.777
553597,"H",2,3201,1,42,1000000,1001264,616,1,1,1,0,0,1,1,8,2,0,2,0,2,2,40,2,2,2,40,1,1,0,1,0,1,0,0,0,0,2,1,6,2,1000,1,9,2,1,0,1,1,3,1,0,0,1,1,5,0,0,1,0,0,0,0,0,1080,25,1,6,52000,9,0,4,4,4,1,1,1,1,0,0,0,14448.936
554361,"H",2,300,1,42,1000000,1001264,72,1,1,1,1,0,1,1,3,2,2,2,0,2,2,60,2,1,2,3,1,3,0,1,0,1,0,0,0,0,2,1,3,2,110,1,9,2,1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,170,22,1,4,9120,9,0,4,4,4,1,1,1,1,0,0,0,29887.841
555414,"H",2,3304,1,42,1000000,1001264,77,3,1,1,2,1,1,3,2,1,2,2,0,2,2,210,2,2,2,3,2,8,1300,1,0,1,2,490,2,1,2,1,10,0,0,1,9,2,1,30,1,1,1,1,0,7e+05,2,2,5,4,0,0,0,62840,4,0,0,0,0,3,1,62840,9,0,4,4,4,1,1,1,7,0,3,0,48991.137
555436,"H",2,101,1,42,1000000,1001264,33,4,1,1,0,0,1,3,8,1,0,2,0,2,2,50,1,2,2,20,1,8,0,1,0,2,0,0,0,0,2,1,6,2,1500,1,9,2,1,0,1,1,3,1,0,0,2,2,1,2,1,1,1,40060,3,0,0,1570,47,3,1,40060,9,0,3,3,3,1,1,1,3,2,4,0,11224.859
555727,"H",2,2902,1,42,1000000,1001264,73,3,1,3,2,1,1,3,1,0,2,2,0,0,0,170,0,1,1800,3,2,4,820,2,500,0,2,740,2,1,0,1,7,0,0,1,9,0,1,0,1,1,1,1,0,270000,2,2,5,5,1,0,1,78600,4,0,1,0,0,1,2,78600,9,0,4,4,4,1,1,1,4,0,3,0,0
556711,"H",2,200,1,42,1000000,1001264,90,1,1,1,0,0,1,0,5,1,0,2,0,2,1,40,2,2,2,30,1,1,0,1,0,2,0,0,0,0,2,1,1,2,380,1,9,2,1,0,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,450,36,1,6,15000,9,0,4,4,4,1,1,1,4,0,0,0,54896.546
558770,"H",2,500,1,42,1000000,1001264,63,2,1,1,2,1,1,3,1,1,2,2,0,2,2,120,1,2,2,200,1,4,500,1,3800,2,0,0,0,3,2,1,8,0,0,1,9,1,1,0,1,1,2,1,0,90000,2,2,5,4,0,0,0,79800,4,0,1,0,0,1,1,79800,9,0,4,4,4,1,1,1,7,0,2,0,0
559598,"H",2,3004,1,42,1000000,1001264,99,3,1,1,1,0,1,4,2,2,2,2,0,2,2,190,1,2,2,2,1,1,1800,1,0,2,1,3100,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,6e+05,2,400,8,2,0,0,0,185000,2,0,0,0,0,1,1,185000,9,0,2,2,2,1,1,1,2,1,3,0,55419.933
559646,"H",2,3004,1,42,1000000,1001264,94,1,1,1,0,0,1,1,7,2,0,2,0,2,2,70,1,2,2,1,1,1,0,1,0,2,0,0,0,0,2,1,2,2,740,1,9,2,1,0,1,1,3,1,0,0,1,1,6,0,0,0,0,0,0,0,0,810,19,1,4,50000,9,0,4,4,4,1,1,1,2,0,0,0,3431.536
560804,"H",2,3504,1,42,1000000,1001264,155,2,1,1,1,0,1,1,3,2,2,2,0,2,2,60,2,2,2,20,2,1,0,1,0,1,0,0,0,0,2,1,4,2,860,1,9,2,1,0,1,1,3,1,0,0,1,2,6,4,0,0,0,30300,4,0,0,940,37,1,1,30300,9,0,4,4,4,1,1,1,5,0,2,0,77416.197
561158,"H",2,1802,1,42,1000000,1001264,88,1,1,3,0,0,1,2,6,0,0,2,210,0,0,40,0,2,2,40,2,1,0,2,0,0,2,430,2,1,0,1,6,0,0,1,9,0,1,0,1,1,1,1,0,99000,1,300,5,0,0,0,0,0,0,0,0,0,0,1,6,14500,9,0,4,4,4,1,1,1,6,0,0,0,0
561612,"H",2,2302,1,42,1000000,1001264,99,2,1,1,0,0,1,2,9,1,0,2,0,2,2,70,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,5,2,1500,1,9,2,1,0,1,1,3,1,0,0,0,840,7,0,0,0,1,0,0,0,0,1640,12,3,7,171000,9,0,4,4,4,1,1,1,1,0,0,0,83244.336
562582,"H",2,3503,1,42,1000000,1001264,42,3,1,1,2,3,1,4,2,2,2,2,0,2,2,240,2,2,2,3,1,3,1200,1,0,1,2,330,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,366000,3,2,7,1,0,0,0,90870,4,0,0,0,0,1,1,90870,9,0,4,4,4,1,1,1,6,0,3,0,77227.594
564184,"H",2,3102,1,42,1000000,1001264,52,5,1,1,3,2,1,3,2,2,2,2,0,2,2,90,1,2,2,100,1,2,1500,1,0,2,1,2800,1,1,2,1,12,0,0,1,9,2,1,0,1,1,1,1,0,350000,4,2,7,1,0,0,0,46000,2,0,0,0,0,1,1,46000,9,0,2,2,2,1,1,1,6,3,5,0,142638.787
565579,"H",2,3504,1,42,1000000,1001264,149,4,1,1,1,0,1,4,2,2,2,2,0,2,2,210,2,2,2,3,1,8,450,1,0,1,1,1300,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,212000,3,2,4,1,1,0,1,138000,1,0,0,0,0,1,1,138000,9,0,1,1,1,1,1,1,4,2,4,0,48608.138
565786,"H",2,1803,1,42,1000000,1001264,95,2,1,1,0,0,1,2,6,2,0,2,0,2,2,30,2,2,2,20,1,1,0,1,0,1,0,0,0,0,2,1,5,2,600,1,9,2,1,0,1,1,3,1,0,0,1,1,5,5,0,0,0,50000,2,0,0,650,16,4,2,50000,9,0,2,2,2,1,2,1,2,1,2,0,13206.163
565984,"H",2,4002,1,42,1000000,1001264,15,7,1,1,1,0,1,4,1,1,2,2,0,2,2,440,2,2,2,3,1,3,0,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,5000,2,1200,6,3,1,0,1,59800,3,0,0,0,0,1,1,59800,9,1,3,2,3,1,1,2,6,2,7,0,0
569199,"H",2,4002,1,42,1000000,1001264,163,6,1,1,3,1,1,4,2,2,2,2,0,2,1,260,2,2,2,3,1,1,900,1,0,2,1,560,2,1,2,1,13,0,0,1,9,1,1,0,1,1,1,1,0,260000,4,2,3,1,0,0,0,62200,2,0,1,0,0,1,1,62200,9,0,2,2,2,1,1,1,4,3,6,0,98222.065
569535,"H",2,1702,1,42,1000000,1001264,118,1,1,1,0,0,1,1,9,1,0,2,0,2,2,40,2,2,2,20,1,3,0,1,0,2,0,0,0,0,2,1,2,2,1500,1,9,2,1,0,1,1,3,1,0,0,1,1,8,0,0,0,0,0,0,0,0,1560,98,1,6,19200,9,0,4,4,4,1,1,1,1,0,0,0,4204.668
570924,"H",2,3001,1,42,1000000,1001264,95,1,1,1,0,0,1,1,6,2,0,2,200,2,2,80,1,2,2,3,2,3,130,1,0,2,1,670,1,1,2,1,3,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,1,1,6,0,0,0,0,0,0,0,0,0,0,1,6,79300,9,0,4,4,4,1,1,1,4,0,0,0,10631.227
572310,"H",2,2002,1,42,1000000,1001264,148,1,1,1,1,0,1,2,1,2,2,2,0,2,2,30,2,2,2,30,1,1,200,2,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,40000,1,1200,6,0,0,0,1,0,0,0,1,0,0,1,6,14600,9,0,4,4,4,1,1,1,7,0,0,0,109047.768
572744,"H",2,1805,1,42,1000000,1001264,170,1,1,3,0,0,1,0,5,0,0,2,0,0,0,40,0,1,2,60,2,1,0,2,0,0,0,0,0,0,0,1,1,2,500,1,9,0,1,0,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,600,62,1,4,11700,9,0,4,4,4,1,1,1,3,0,0,0,46261.957
572855,"H",2,1900,1,42,1000000,1001264,24,4,1,1,2,1,1,3,1,1,2,2,0,2,2,120,2,2,200,3,1,6,260,1,0,2,2,600,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,20000,2,2,11,1,1,0,1,78000,2,0,1,0,0,1,1,78000,9,0,2,2,2,1,1,1,4,1,4,0,0
575313,"H",2,102,1,42,1000000,1001264,150,2,1,1,1,0,1,2,1,2,2,2,0,2,2,60,1,2,2,2,1,1,0,1,3000,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,8000,1,1200,6,4,0,0,0,45000,4,0,0,0,0,1,1,45000,9,0,4,4,4,1,1,1,3,0,2,0,0
575451,"H",2,1803,1,42,1000000,1001264,42,1,1,1,1,0,1,2,3,2,2,2,90,2,2,60,2,2,2,160,2,1,500,1,0,1,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,128000,1,450,7,0,0,0,0,0,0,0,1,0,0,1,6,15000,9,0,4,4,4,1,1,1,6,0,0,0,25788.857
575864,"H",2,3303,1,42,1000000,1001264,65,1,1,1,1,0,1,3,3,1,2,2,0,2,2,120,1,2,2,2,1,1,2000,1,0,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,113000,1,360,3,0,0,0,0,0,0,0,0,0,0,4,6,91800,9,0,4,4,4,1,1,1,2,0,0,0,0
575937,"H",2,3201,1,42,1000000,1001264,82,2,1,3,0,0,1,2,6,0,0,2,0,0,0,70,0,2,2,1,2,1,0,2,0,0,0,0,0,0,0,1,5,2,850,1,9,0,1,0,1,1,3,1,0,0,1,1,5,7,1,0,1,70800,4,0,0,920,16,1,3,70800,9,0,4,4,4,1,1,1,1,0,2,0,32541.13
577304,"H",2,3001,1,42,1000000,1001264,156,1,1,1,0,0,1,2,9,2,0,2,0,2,2,90,1,1,2,3,1,3,0,1,0,2,0,0,0,0,2,1,4,2,410,1,9,2,1,0,1,1,3,1,0,0,2,1,3,0,0,0,0,0,0,0,0,500,32,1,6,19000,9,0,4,4,4,1,1,1,2,0,0,0,0
577323,"H",2,3603,1,42,1000000,1001264,85,2,1,1,1,0,1,2,3,2,2,2,0,2,2,60,2,2,2,3,2,3,0,1,0,1,0,0,0,0,2,1,4,1,1000,1,9,2,1,0,1,1,3,1,0,0,2,1,7,4,0,0,0,44370,4,0,0,1060,29,1,1,44370,9,0,4,4,4,1,1,1,2,0,2,0,69632.009
577737,"H",2,2302,1,42,1000000,1001264,182,1,1,1,0,0,1,2,8,2,0,2,0,2,2,90,1,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,4,2,730,1,9,2,1,0,1,1,3,1,0,0,1,1,5,0,0,0,0,0,0,0,0,820,53,1,6,18500,9,0,4,4,4,1,1,1,3,0,0,0,43313.948
577812,"H",2,102,1,42,1000000,1001264,140,1,1,3,0,0,1,1,9,0,0,2,0,0,0,80,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,3,2,490,1,9,0,1,0,1,1,3,1,0,0,0,1,4,0,0,0,0,0,0,0,0,570,22,1,4,31050,9,0,4,4,4,1,1,1,6,0,0,0,17343.956
577875,"H",2,803,1,42,1000000,1001264,246,1,1,1,0,0,1,4,6,1,0,2,0,2,2,80,2,2,2,30,1,1,0,2,0,2,0,0,0,0,2,1,7,2,650,1,9,2,1,0,1,1,3,1,0,0,1,2,4,0,0,1,1,0,0,0,0,760,20,1,4,45000,9,0,4,4,4,1,1,1,1,0,0,0,28885.313
578395,"H",2,802,1,42,1000000,1001264,61,1,1,1,1,0,1,3,2,2,2,2,0,2,2,10,2,2,2,210,2,1,1000,1,0,1,2,90,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,50000,1,110,1,0,0,0,0,0,0,0,1,0,0,1,6,25200,9,0,4,4,4,1,1,1,4,0,0,0,28985.342
578418,"H",2,101,1,42,1000000,1001264,24,1,1,3,0,0,1,1,7,0,0,2,0,0,0,40,0,1,2,3,2,3,0,2,0,0,0,0,0,0,0,1,2,2,170,1,9,0,1,0,1,1,3,1,0,0,0,2,4,0,0,0,1,0,0,0,0,210,14,3,4,17600,9,0,4,4,4,1,2,1,6,0,0,0,0
578633,"H",2,4002,1,42,1000000,1001264,29,3,1,2,2,1,1,2,1,0,2,2,0,0,0,240,0,2,2,140,1,2,0,1,300,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,2900,3,2,5,4,0,0,0,74000,4,0,0,0,0,1,1,74000,9,0,4,4,4,1,1,1,7,0,3,0,0
578697,"H",2,2402,1,42,1000000,1001264,285,2,1,1,0,0,1,2,7,1,0,2,0,2,2,210,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,5,2,850,1,9,2,1,0,1,1,3,1,0,0,2,1,5,0,0,0,1,0,0,0,0,1060,32,1,5,40000,9,0,4,4,4,1,1,1,1,0,0,0,69497.582
578948,"H",2,3601,1,42,1000000,1001264,73,1,1,1,1,0,1,2,3,2,2,2,0,2,1,280,2,2,60,560,2,1,400,1,0,2,0,0,0,3,2,1,3,0,0,1,9,2,1,0,1,1,2,1,0,97000,1,550,7,0,0,0,1,0,0,0,0,0,0,1,4,62000,9,0,4,4,4,1,1,1,5,0,0,0,905.017
581536,"H",2,3104,1,42,1000000,1001264,224,1,1,1,0,0,1,1,5,1,0,2,0,2,2,10,2,2,2,3,1,3,0,2,0,2,0,0,0,0,2,1,3,2,600,1,9,2,1,0,1,1,3,1,0,0,1,1,3,0,0,0,1,0,0,0,0,610,50,1,6,14600,9,0,4,4,4,1,1,1,1,0,0,0,18537.498
583605,"H",2,3402,1,42,1000000,1001264,39,3,1,1,2,1,1,5,2,2,2,2,0,2,2,210,1,2,2,2,1,1,2200,1,0,2,2,4300,2,1,2,1,16,0,0,1,9,2,1,1900,1,1,1,1,0,1813000,2,2,7,2,0,0,0,443000,4,0,0,0,0,1,1,443000,9,0,4,4,4,1,1,1,4,0,3,0,0
584030,"H",2,3702,1,42,1000000,1001264,111,4,1,3,2,1,1,5,2,0,2,2,0,0,0,120,0,2,2,3,2,6,550,1,0,0,0,0,0,3,0,1,13,0,0,1,9,0,1,0,1,1,2,1,0,180000,4,2,6,2,1,0,1,108030,4,0,0,0,0,1,1,108030,9,0,4,4,4,1,1,1,7,0,4,0,113932.525
586563,"H",2,1300,1,42,1000000,1001264,39,4,1,1,2,1,1,2,1,1,2,2,0,2,1,80,2,1,2,130,1,2,0,1,1500,2,0,0,0,3,2,1,3,0,0,1,9,2,1,0,1,1,2,1,0,1500,1,1200,5,2,1,0,1,35400,1,0,0,0,0,1,1,35400,9,0,1,1,1,1,1,1,5,2,4,0,24775.552
586787,"H",2,2302,1,42,1000000,1001264,100,1,1,1,0,0,1,2,7,1,0,2,0,2,2,90,1,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,4,2,850,1,9,2,1,0,1,1,3,1,0,0,1,220,7,0,0,0,0,0,0,0,0,958,32,1,4,36000,9,0,4,4,4,1,1,1,1,0,0,0,37984.722
587667,"H",2,3304,1,42,1000000,1001264,149,1,1,3,0,0,1,1,6,0,0,2,200,0,0,80,0,2,2,3,2,8,0,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,1e+05,0,1,4,0,0,0,0,0,0,0,0,0,0,1,6,24000,9,0,4,4,4,1,1,1,7,0,0,0,0
588110,"H",2,1300,1,42,1000000,1001264,32,1,1,1,2,1,1,3,1,2,2,1,0,2,2,70,2,2,2,230,1,2,0,1,0,1,0,0,0,0,2,1,7,2,200,1,9,2,1,0,1,1,3,1,0,0,1,2,7,0,0,0,0,0,0,0,0,500,25,1,6,24000,9,0,4,4,4,1,1,1,5,0,0,0,0
588572,"H",2,2301,1,42,1000000,1001264,93,2,1,1,0,0,1,0,5,2,0,2,0,2,2,120,2,1,2,3,1,4,0,1,0,1,0,0,0,0,2,1,1,2,430,1,9,2,1,0,1,1,3,1,0,0,1,1,1,0,0,1,0,0,0,0,0,550,50,1,7,13200,9,0,4,4,4,1,1,1,2,0,0,0,0
589389,"H",2,3602,1,42,1000000,1001264,185,4,1,1,1,0,1,4,2,1,2,2,0,2,2,270,2,2,2,100,1,3,1200,1,0,1,1,950,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,150000,3,80,5,7,1,0,1,69000,4,0,1,0,0,1,3,69000,9,0,4,4,4,1,1,1,7,0,4,0,0
