"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUNG"
26,"H",2,2600,1,42,1000000,1001264,37,1,1,1,2,1,1,2,2,1,2,2,0,2,2,20,2,2,1000,3,1,4,0,2,0,2,0,0,0,0,2,1,5,2,500,1,9,2,1,0,1,1,3,1,0,0,2,2,6,0,0,1,1,0,0,0,0,603,16,1,4,45000,9,0,4,4,4,1,1,1,1,0,0,0,34143.25
31,"H",2,3403,1,42,1000000,1001264,206,3,1,1,1,0,1,2,2,2,2,2,0,2,2,230,2,1,2,2,2,1,0,1,0,1,0,0,0,0,2,1,5,2,800,1,9,2,1,0,1,1,3,1,0,0,1,1400,7,7,0,0,0,43300,4,0,0,1147,32,1,3,43300,9,0,4,4,4,1,1,2,3,0,3,0,47229.281
35,"H",2,3603,1,42,1000000,1001264,30,2,1,1,1,0,1,4,2,1,2,2,0,2,2,290,2,2,2,40,1,1,1800,1,0,1,1,1600,1,1,2,1,7,0,0,1,9,2,1,130,1,1,1,1,0,232000,2,360,19,1,1,0,1,125000,4,0,0,0,0,1,1,125000,9,0,4,4,4,1,1,1,1,0,2,0,42137.004
44,"H",2,200,1,42,1000000,1001264,47,2,1,1,1,0,1,3,2,2,2,2,0,2,2,110,2,2,2,100,2,1,560,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,120000,3,980,3,4,0,0,0,96200,4,0,1,0,0,1,1,96200,9,0,4,4,4,1,1,1,6,0,2,0,0
52,"H",2,1200,1,42,1000000,1001264,111,3,1,1,0,0,1,2,6,2,0,2,0,2,2,90,2,1,1,3,1,9,0,1,0,1,0,0,0,0,2,1,4,2,1100,1,9,2,1,0,1,1,3,1,0,0,0,1,3,1,0,0,0,20200,1,0,0,1190,71,1,1,20200,9,0,1,1,1,1,1,1,3,1,3,0,11043.573
107,"H",2,1701,1,42,1000000,1001264,49,2,1,1,1,0,1,4,3,1,2,1,0,2,2,40,1,2,2,120,1,1,1400,1,0,2,1,2100,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,425000,2,840,1,1,0,0,0,265000,4,0,0,0,0,1,1,265000,9,0,4,4,4,1,1,1,4,0,2,0,0
171,"H",2,500,1,42,1000000,1001264,461,2,1,2,1,0,1,2,2,0,2,2,0,0,0,60,0,2,2,3,2,2,580,1,0,0,1,440,1,1,0,1,4,0,0,1,9,0,1,0,1,1,1,1,0,55000,1,2,3,4,1,0,1,36000,4,0,1,0,0,1,1,36000,9,0,4,4,4,1,1,1,4,0,2,0,71145.565
177,"H",2,1200,1,42,1000000,1001264,80,4,1,1,3,1,1,3,2,2,2,2,0,2,1,240,2,2,2,3,1,3,490,1,0,2,2,1100,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,210000,3,2,8,1,0,0,0,108000,2,0,0,0,0,2,1,108000,9,0,2,2,2,1,1,1,5,2,4,0,0
206,"H",2,1900,1,42,1000000,1001264,76,1,1,3,1,0,1,3,3,0,2,2,0,0,0,50,0,2,2,40,2,1,0,2,0,0,0,0,0,0,0,1,6,0,0,1,9,0,1,0,1,1,4,1,0,0,1,30,2,0,0,0,0,0,0,0,0,0,0,1,6,19000,9,0,4,4,4,1,1,1,6,0,0,0,86795.013
208,"H",2,2002,1,42,1000000,1001264,80,1,1,3,0,0,1,1,9,0,0,2,0,0,0,70,0,1,2,3,2,3,0,2,0,0,0,0,0,0,0,1,3,2,290,1,9,0,1,0,1,1,3,1,0,0,1,2,6,0,0,0,0,0,0,0,0,360,29,1,4,14900,9,0,4,4,4,1,1,1,4,0,0,0,0
347,"H",2,1400,1,42,1000000,1001264,13,2,1,2,1,0,1,2,2,0,2,2,0,0,0,120,0,2,2,3,2,3,0,1,0,0,0,0,0,0,0,1,6,0,0,1,9,0,1,0,1,1,4,1,0,0,1,760,5,4,0,0,0,22700,4,0,0,0,0,1,1,22700,9,0,4,4,4,1,1,1,6,0,2,0,0
365,"H",2,3800,1,42,1000000,1001264,28,2,1,1,1,0,1,3,2,1,2,2,0,2,2,110,2,2,1000,3,1,4,0,1,0,2,1,480,1,1,2,1,6,0,0,1,9,1,1,0,1,1,1,1,0,110000,2,360,1,0,0,0,1,0,0,0,1,0,0,2,7,160000,9,0,4,4,4,1,1,1,4,0,0,0,0
371,"H",2,400,1,42,1000000,1001264,35,2,1,1,1,0,1,2,2,2,2,1,0,2,1,110,2,2,2,260,1,4,800,1,0,2,0,0,0,3,2,1,3,0,0,1,9,2,1,0,1,1,2,1,0,275000,2,700,4,1,0,0,0,135000,4,0,0,0,0,1,1,135000,9,0,4,4,4,1,1,1,4,0,2,0,0
403,"H",2,3201,1,42,1000000,1001264,194,3,1,1,1,0,1,3,3,2,2,2,0,2,2,70,1,2,2,60,1,1,1400,1,0,2,1,1200,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,1,4,5,7,0,0,0,75000,1,0,0,0,0,1,3,100000,9,0,1,1,1,1,1,1,2,1,2,0,39326.764
473,"H",2,3104,1,42,1000000,1001264,196,2,1,1,1,0,1,4,2,2,2,2,0,2,2,120,2,2,1200,3,1,4,1600,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,3e+05,2,300,4,1,0,0,0,140000,4,0,0,0,0,1,1,140000,9,0,4,4,4,1,1,1,6,0,2,0,64529.384
499,"H",2,2600,1,42,1000000,1001264,27,2,1,3,2,1,1,2,2,0,2,2,0,0,0,120,0,2,1400,3,2,4,510,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,170000,2,460,6,2,0,0,0,40100,4,0,0,0,0,1,1,40100,9,0,4,4,4,1,1,1,5,0,2,0,0
505,"H",2,1807,1,42,1000000,1001264,92,2,1,1,1,0,1,3,2,1,2,2,0,1,2,50,2,2,2,40,2,1,1000,1,0,2,2,1000,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,180000,2,300,5,4,0,0,0,83000,4,0,0,0,0,1,1,83000,9,0,4,4,4,1,1,1,7,0,2,0,87528.635
596,"H",2,3106,1,42,1000000,1001264,53,7,1,1,1,0,1,4,2,1,2,2,0,1,2,350,2,2,2,2,1,1,750,1,0,1,2,2100,1,1,2,1,7,0,0,1,9,1,1,0,1,1,1,1,0,266000,1,3000,4,2,0,0,0,3600,3,0,1,0,0,4,1,3600,9,0,3,3,3,1,2,1,5,5,7,0,49574.886
609,"H",2,2901,1,42,1000000,1001264,93,1,1,3,1,0,1,2,2,0,2,2,0,0,0,50,0,2,660,70,2,2,470,2,0,0,2,610,2,1,0,1,5,0,0,1,9,0,1,0,1,1,1,1,0,175000,1,250,3,0,0,0,0,0,0,0,0,0,0,1,6,30100,9,0,4,4,4,1,1,1,3,0,0,0,0
630,"H",2,801,1,42,1000000,1001264,46,2,1,1,2,1,1,2,2,2,2,2,0,2,2,70,2,2,2,60,1,1,600,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,90000,2,670,1,3,0,0,0,62810,4,0,1,0,0,1,1,62810,9,0,4,4,4,1,1,1,5,0,2,0,28965.713
647,"H",2,1701,1,42,1000000,1001264,71,2,1,1,0,0,1,1,8,2,0,2,0,2,2,90,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,3,2,790,1,9,2,1,0,1,1,3,1,0,0,0,1,7,0,0,0,1,0,0,0,0,880,46,1,7,23000,9,0,4,4,4,1,1,1,4,0,0,0,31674.671
692,"H",2,2200,1,42,1000000,1001264,35,3,1,1,2,1,1,4,2,2,2,2,0,2,1,80,2,2,2,3,1,5,600,1,0,2,1,710,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,150000,2,2,5,5,0,0,0,55000,2,0,0,0,0,1,2,55000,9,0,2,2,2,1,1,1,5,2,3,0,30990.8
704,"H",2,3501,1,42,1000000,1001264,170,2,1,1,2,1,1,2,2,1,2,2,0,2,1,150,2,2,800,3,1,4,0,1,0,1,0,0,0,0,2,1,4,2,500,1,9,2,1,0,1,1,3,1,0,0,2,1,2,7,0,0,0,30200,4,0,0,717,28,1,3,30200,9,0,4,4,4,1,1,1,6,0,2,0,0
774,"H",2,1600,1,42,1000000,1001264,25,2,1,1,1,0,1,3,1,2,2,2,0,2,2,250,2,2,2,3,1,3,0,1,4000,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,20000,2,1,5,2,0,0,0,44900,4,0,0,0,0,1,1,44900,9,0,4,4,4,1,1,1,4,0,2,0,0
812,"H",2,3603,1,42,1000000,1001264,412,2,1,1,1,0,1,3,2,2,1,2,0,2,2,200,2,2,2,3,1,2,1000,1,0,1,2,830,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,250000,2,2,7,1,0,0,0,67000,4,0,1,0,0,1,1,67000,9,0,4,4,4,1,1,1,5,0,2,0,0
846,"H",2,1701,1,42,1000000,1001264,74,1,1,3,0,0,1,1,8,0,0,2,0,0,0,70,0,1,2,3,1,3,0,2,0,0,0,0,0,0,0,1,3,2,570,1,9,0,1,0,1,1,3,1,0,0,0,2,2,0,0,1,1,0,0,0,0,640,20,1,6,39000,9,0,4,4,4,1,1,1,1,0,0,0,0
863,"H",2,1501,1,42,1000000,1001264,49,1,1,1,1,0,1,3,2,2,2,2,0,2,1,140,2,2,2,60,2,1,680,1,0,2,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,1,630,3,0,0,0,0,0,0,0,0,0,0,1,6,58400,9,0,4,4,4,1,1,1,7,0,0,0,83739.342
900,"H",2,2401,1,42,1000000,1001264,120,1,1,1,0,0,1,1,6,1,0,2,0,2,1,90,2,1,2,3,1,3,0,1,0,2,0,0,0,0,2,1,3,2,820,1,9,2,1,0,1,1,3,1,0,0,1,1,5,0,0,0,0,0,0,0,0,910,101,1,6,9170,9,0,4,4,4,1,1,1,5,0,0,0,0
1043,"H",2,702,1,42,1000000,1001264,44,4,1,1,1,0,1,3,2,2,2,2,0,2,2,190,2,2,2,100,1,2,700,1,0,1,0,0,0,3,2,1,10,0,0,1,9,2,1,0,1,1,2,1,0,325000,3,720,7,1,0,0,0,145000,2,0,0,0,0,1,1,145000,9,0,2,2,2,1,1,1,5,2,4,0,80389.648
1076,"H",2,803,1,42,1000000,1001264,29,2,1,1,2,1,1,2,2,2,1,2,0,2,2,200,2,2,1000,3,1,4,1000,1,0,2,0,0,0,3,2,1,5,0,0,1,9,1,1,0,1,1,2,1,0,250000,3,2,7,4,0,0,0,24000,4,0,1,0,0,1,1,24000,9,0,4,4,4,1,1,1,6,0,2,0,15084.568
1095,"H",2,400,1,42,1000000,1001264,21,4,1,1,2,1,1,3,2,2,2,2,0,2,1,150,2,2,2,110,1,1,650,1,0,2,2,1000,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,215000,1,2,13,1,0,0,0,69100,2,0,0,0,0,1,1,69100,9,0,2,2,2,1,1,1,4,2,4,0,777.916
1114,"H",2,3701,1,42,1000000,1001264,50,2,1,1,3,1,1,3,2,2,2,2,0,2,1,160,2,2,500,3,2,3,0,1,0,1,0,0,0,0,2,1,7,0,0,1,9,2,1,0,1,1,4,1,0,0,3,2,6,4,0,0,0,42700,4,0,0,0,0,1,1,42700,9,0,4,4,4,1,1,1,6,0,2,0,40085.81
1135,"H",2,600,1,42,1000000,1001264,141,1,1,1,1,0,1,3,2,1,2,2,20,2,2,200,2,2,2,240,1,3,540,1,0,1,2,280,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,1,840,5,0,0,0,0,0,0,0,0,0,0,4,6,63200,9,0,4,4,4,1,1,1,5,0,0,0,0
1142,"H",2,1803,1,42,1000000,1001264,87,1,1,3,1,0,1,3,2,0,2,2,0,0,0,50,0,2,2,90,2,1,250,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,20000,0,540,1,0,0,0,0,0,0,0,0,0,0,1,6,14400,9,0,4,4,4,1,1,1,7,0,0,0,25951.531
1315,"H",2,3501,1,42,1000000,1001264,82,3,1,1,1,0,1,3,2,1,2,2,0,2,2,120,2,2,2,30,1,1,600,1,0,1,1,1300,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,225000,3,200,5,1,0,0,0,120000,1,0,0,0,0,1,1,120000,9,0,1,1,1,1,1,1,4,1,3,0,0
1321,"H",2,3301,1,42,1000000,1001264,162,3,1,1,1,0,1,7,2,1,2,2,0,2,1,120,2,2,630,2,1,4,3000,1,0,2,2,4300,2,1,2,1,12,0,0,1,9,2,1,1900,1,1,1,1,0,1813000,3,100,1,2,1,0,1,408000,2,0,1,0,0,1,1,408000,9,0,2,2,2,1,1,1,5,1,3,0,118191.159
1328,"H",2,3603,1,42,1000000,1001264,29,1,1,3,1,0,1,2,2,0,2,2,0,0,0,40,0,2,2,80,1,1,710,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,90000,1,220,2,0,0,0,0,0,0,0,0,0,0,1,6,28330,9,0,4,4,4,1,1,1,7,0,0,0,0
1333,"H",2,3001,1,42,1000000,1001264,24,4,1,1,1,0,1,4,2,1,2,2,0,2,2,230,2,2,500,3,1,4,3500,1,0,1,1,2300,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,250000,2,340,1,1,0,0,0,101000,2,0,0,0,0,1,1,101000,9,0,2,2,2,1,1,1,5,2,4,0,0
1360,"H",2,4001,1,42,1000000,1001264,162,5,1,1,2,1,1,7,2,1,2,1,0,2,2,100,1,2,2,150,1,1,5600,1,0,2,2,4300,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,1813000,2,1000,7,2,0,0,0,620000,2,0,0,0,0,1,1,620000,9,0,2,2,2,1,1,1,3,3,5,0,102255.65
1369,"H",2,1802,1,42,1000000,1001264,161,3,1,1,1,0,1,4,2,2,2,2,0,2,2,250,2,2,2,60,1,1,1500,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,411000,4,340,7,2,0,0,0,412300,4,0,0,0,0,1,1,412300,9,0,4,4,4,1,1,1,5,0,3,0,0
1409,"H",2,200,1,42,1000000,1001264,37,1,1,3,2,1,1,3,1,0,2,2,0,0,0,50,0,2,2,3,1,8,0,2,600,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,2,2,1,0,20000,1,2,7,0,0,0,1,0,0,0,1,0,0,1,6,10800,9,0,4,4,4,1,1,1,5,0,0,0,0
1433,"H",2,1900,1,42,1000000,1001264,230,3,1,1,1,0,1,3,2,2,2,2,0,2,2,40,2,2,2,80,2,1,540,1,0,1,2,430,2,1,2,1,7,0,0,1,9,2,1,70,1,1,1,1,0,90000,2,650,2,2,1,0,1,58000,2,0,1,0,0,1,1,58000,9,0,2,2,2,1,1,1,5,1,3,0,55006.075
1474,"H",2,3103,1,42,1000000,1001264,71,2,1,1,1,0,1,3,2,1,2,2,0,2,2,190,2,2,2500,3,1,4,1200,1,0,1,1,2600,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,7e+05,2,800,1,1,1,0,1,130400,4,0,1,0,0,1,1,130400,9,0,4,4,4,1,1,1,2,0,2,0,21874.829
1477,"H",2,2703,1,42,1000000,1001264,89,5,1,1,2,1,1,3,2,1,2,2,0,2,2,200,2,2,2,3,1,3,2600,1,0,1,2,1200,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,3e+05,2,2,7,1,0,0,0,110001,2,0,1,0,0,3,1,110001,9,0,2,2,2,1,1,1,1,3,5,0,0
1506,"H",2,2600,1,42,1000000,1001264,29,1,1,3,1,0,1,2,1,0,2,2,0,0,0,80,0,2,400,40,1,8,300,2,500,0,2,490,2,1,0,1,3,0,0,1,9,0,1,200,1,1,1,1,0,10000,1,130,5,0,0,0,1,0,0,0,1,0,0,1,4,83000,9,0,4,4,4,1,1,1,7,0,0,0,21240.521
1559,"H",2,900,1,42,1000000,1001264,23,4,1,1,2,1,1,3,2,1,2,2,0,2,1,300,2,2,2,400,1,6,1000,1,0,1,1,800,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,175000,6,2,3,7,0,0,1,60000,3,0,0,0,0,1,3,90000,9,0,3,3,3,1,1,1,3,2,3,0,0
1561,"H",2,3004,1,42,1000000,1001264,36,2,1,1,1,0,1,3,2,1,2,2,0,2,2,140,1,2,2400,3,1,4,710,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,260000,2,770,3,1,0,0,0,122230,4,0,0,0,0,1,1,122230,9,0,4,4,4,1,1,1,6,0,2,0,0
1582,"H",2,1000,1,42,1000000,1001264,184,5,1,1,2,1,1,3,2,2,2,2,0,2,2,250,2,2,1200,3,2,4,500,1,0,1,2,850,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,190000,2,2,5,2,0,0,0,30000,2,0,0,0,0,1,1,30000,9,0,2,2,2,1,1,1,5,2,5,0,65575.111
1585,"H",2,1803,1,42,1000000,1001264,30,4,1,1,1,0,1,5,2,1,2,2,0,2,2,190,2,2,2,450,1,1,1000,1,0,2,1,1600,1,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,2,600,1,1,0,0,0,113120,2,0,0,0,0,1,1,113120,9,0,2,2,2,1,1,1,5,2,4,0,128519.06
1607,"H",2,101,1,42,1000000,1001264,133,1,1,1,1,0,1,3,2,2,2,2,0,1,2,70,2,2,2,2,2,1,500,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,93000,1,90,3,0,0,0,0,0,0,0,0,0,0,1,6,16700,9,0,4,4,4,1,1,1,7,0,0,0,85003.329
1615,"H",2,3103,1,42,1000000,1001264,45,2,1,1,0,0,1,2,4,2,0,2,0,2,2,100,1,2,2,2,1,3,0,1,0,1,0,0,0,0,2,1,5,2,1300,1,9,2,1,0,1,1,3,1,0,0,2,300,1,0,0,0,0,0,0,0,0,1425,19,1,5,88000,9,0,4,4,4,1,1,1,1,0,0,0,55535.774
1639,"H",2,1100,1,42,1000000,1001264,72,1,1,3,0,0,1,1,8,0,0,2,0,0,0,40,0,2,1,1,2,1,0,2,0,0,0,0,0,0,0,1,4,2,290,1,9,0,1,0,1,1,3,1,0,0,1,1,5,0,0,0,0,0,0,0,0,330,25,1,6,15900,9,0,4,4,4,1,1,1,3,0,0,0,30992.516
1679,"H",2,3602,1,42,1000000,1001264,55,2,1,1,1,0,1,3,2,1,2,2,0,2,2,60,2,2,2,40,2,1,600,1,0,2,1,910,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,2,1000,13,2,0,0,0,63140,4,0,0,0,0,1,1,63140,9,0,4,4,4,1,1,1,1,0,2,0,94403.065
1684,"H",2,1300,1,42,1000000,1001264,18,1,1,1,2,1,1,2,2,2,2,2,0,2,1,60,2,2,2,30,2,6,0,1,0,2,0,0,0,0,2,1,4,0,0,1,9,2,1,0,1,1,4,1,0,0,1,2,5,0,0,0,1,0,0,0,0,0,0,1,4,28900,9,0,4,4,4,1,1,1,5,0,0,0,87729.005
1692,"H",2,500,1,42,1000000,1001264,24,1,1,3,1,0,1,5,2,0,2,2,0,0,0,90,0,2,2800,3,2,4,800,2,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,85000,0,710,1,0,0,0,0,0,0,0,0,0,0,1,6,8400,9,0,4,4,4,1,1,1,7,0,0,0,65312.88
1750,"H",2,1802,1,42,1000000,1001264,38,2,1,1,1,0,1,2,2,2,2,2,0,2,2,60,2,2,2,60,1,1,0,1,0,1,0,0,0,0,2,1,4,2,550,1,9,2,1,0,1,1,3,1,0,0,2,320,7,0,0,0,0,0,0,0,0,697,18,1,5,46800,9,0,4,4,4,1,1,1,2,0,0,0,81145.596
1869,"H",2,2003,1,42,1000000,1001264,289,2,1,3,1,0,1,2,2,0,2,2,0,0,0,90,0,2,2300,3,2,4,550,2,0,0,0,0,0,3,0,1,3,0,0,1,9,0,1,0,1,1,2,1,0,1e+05,1,2,1,2,1,0,1,94204,4,0,0,0,0,1,1,94204,9,0,4,4,4,1,1,1,7,0,2,0,18552.993
1880,"H",2,1501,1,42,1000000,1001264,85,1,1,3,0,0,1,1,7,0,0,2,0,0,0,40,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,3,2,240,1,9,0,1,0,1,1,3,1,0,0,0,1,5,0,0,0,1,0,0,0,0,280,33,1,6,10300,9,0,4,4,4,1,1,1,7,0,0,0,13467.985
1891,"H",2,2200,1,42,1000000,1001264,100,2,1,1,1,0,1,2,2,2,2,2,0,2,1,70,2,2,2,70,2,1,1000,1,0,2,2,140,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,65000,2,780,1,8,1,0,1,39400,4,0,0,0,0,1,3,39400,9,0,4,4,4,1,1,1,7,0,2,0,34399.491
1954,"H",2,2200,1,42,1000000,1001264,33,4,1,1,2,1,1,3,2,2,2,2,0,2,1,80,2,2,200,3,1,6,700,1,0,2,2,310,2,1,2,1,5,0,0,1,9,2,1,400,1,1,1,1,0,150000,5,2,7,1,1,0,1,56200,4,0,1,0,0,1,1,56200,9,0,4,4,4,1,1,1,6,0,4,0,56123.215
1958,"H",2,900,1,42,1000000,1001264,20,2,1,1,1,0,1,3,2,2,2,2,0,2,2,190,2,2,2,3,1,4,0,1,0,1,2,180,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,36000,2,2,1,7,0,0,0,27000,2,0,0,0,0,1,3,27000,9,0,2,2,2,1,1,1,5,1,2,0,0
2052,"H",2,3301,1,42,1000000,1001264,90,2,1,1,1,0,1,3,2,2,2,2,0,2,2,140,2,2,2,20,2,1,800,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,225000,1,500,3,4,0,0,0,51200,4,0,0,0,0,1,1,51200,9,0,4,4,4,1,1,1,7,0,2,0,0
2087,"H",2,3602,1,42,1000000,1001264,53,2,1,1,1,0,1,2,3,1,2,2,50,2,1,70,2,2,2,30,1,1,200,1,0,1,1,950,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,140000,2,100,8,1,0,0,0,57000,4,0,0,0,0,1,1,57000,9,0,4,4,4,1,1,1,3,0,2,0,93684.833
2124,"H",2,300,1,42,1000000,1001264,25,1,1,2,2,1,1,2,2,0,2,2,0,0,0,70,0,2,2,20,1,1,600,1,0,0,1,600,1,1,0,1,3,0,0,1,9,0,1,0,1,1,1,1,0,102000,1,2,4,0,0,0,0,0,0,0,0,0,0,1,4,93500,9,0,4,4,4,1,1,1,5,0,0,0,116634.672
2127,"H",2,2100,1,42,1000000,1001264,73,3,1,1,1,0,1,3,2,2,2,2,0,2,2,140,2,2,2,3,1,3,230,1,0,1,1,890,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,103000,3,1200,7,1,0,0,0,134000,2,0,0,0,0,1,1,134000,9,0,2,2,2,1,1,1,5,1,3,0,0
2152,"H",2,3202,1,42,1000000,1001264,84,2,1,1,1,0,1,3,3,1,2,2,0,1,1,110,1,2,2,100,1,1,590,1,0,1,1,520,1,1,2,1,6,0,0,1,9,1,1,620,1,1,1,1,0,110000,2,60,4,7,1,0,1,60300,4,0,0,0,0,3,3,60300,9,0,4,4,4,1,1,1,5,0,2,0,19885.769
2171,"H",2,3104,1,42,1000000,1001264,160,1,1,1,0,0,1,2,7,2,0,2,0,2,2,30,1,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,4,2,1000,1,9,2,1,0,1,1,3,1,0,0,1,2,5,0,0,1,1,0,0,0,0,1030,45,1,6,27500,9,0,4,4,4,1,1,1,5,0,0,0,28693.447
2191,"H",2,1502,1,42,1000000,1001264,73,3,1,1,1,0,1,3,2,1,2,2,0,2,2,120,2,2,2,30,1,1,850,1,0,2,2,900,2,1,2,1,6,0,0,1,9,2,1,360,1,1,1,1,0,180000,3,1400,3,3,0,0,0,124200,4,0,1,0,0,1,1,124200,9,0,4,4,4,1,1,1,6,0,3,0,0
2285,"H",2,200,1,42,1000000,1001264,29,4,1,1,2,1,1,2,2,1,2,2,0,2,2,80,1,1,2,50,1,1,430,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,30000,3,660,1,8,0,0,0,28200,4,0,0,0,0,1,3,33200,9,0,4,4,4,1,1,1,4,0,3,0,0
2308,"H",2,3602,1,42,1000000,1001264,14,4,1,1,1,0,1,3,2,1,2,2,0,2,1,170,2,2,2,90,1,1,540,1,0,1,1,1500,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,145000,2,500,1,1,1,0,1,108100,2,0,0,0,0,1,1,108100,9,0,2,2,2,1,1,1,5,2,4,0,0
2320,"H",2,2200,1,42,1000000,1001264,94,1,1,3,1,0,1,2,2,0,2,2,0,0,0,90,0,2,2,90,2,1,400,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,90000,1,650,1,0,0,0,0,0,0,0,0,0,0,1,6,19900,9,0,4,4,4,1,1,1,7,0,0,0,7710.993
2328,"H",2,1100,1,42,1000000,1001264,20,4,1,1,1,0,1,3,2,2,2,2,0,2,1,110,2,2,2,150,1,2,600,1,0,2,2,620,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,120000,2,2,7,1,0,0,0,118000,2,0,0,0,0,1,1,118000,9,0,2,2,2,1,1,1,5,2,4,0,0
2404,"H",2,102,1,42,1000000,1001264,27,2,1,3,1,0,1,3,2,0,2,2,0,0,0,40,0,2,2,150,2,1,640,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,68000,3,2,3,4,1,0,1,36000,4,0,1,0,0,1,1,36000,9,0,4,4,4,1,1,1,7,0,2,0,18341.659
2418,"H",2,2200,1,42,1000000,1001264,201,3,1,1,1,0,1,4,2,2,2,2,0,2,2,90,2,2,2,20,1,1,560,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,80000,1,1100,2,7,0,0,0,13700,2,0,0,0,0,1,3,13700,9,0,2,2,2,1,1,1,4,1,3,0,51180.097
2437,"H",2,2100,1,42,1000000,1001264,32,2,1,1,1,0,1,4,2,1,2,2,0,2,2,100,2,2,2000,3,1,4,1200,1,0,1,2,100,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,60000,2,300,1,1,1,0,1,82600,4,0,0,0,0,1,1,82600,9,0,4,4,4,1,1,1,7,0,2,0,179275.205
2440,"H",2,1805,1,42,1000000,1001264,167,5,1,1,1,0,1,3,2,2,2,2,0,2,2,120,2,2,2,90,1,1,360,1,0,1,1,950,1,1,2,1,7,0,0,1,9,2,1,130,1,1,1,1,0,150000,4,1700,2,1,1,0,1,165600,2,0,1,0,0,1,1,165600,9,0,2,2,2,1,1,1,5,1,5,0,0
