"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUEL"
38982,"H",2,3401,1,42,1000000,1001264,90,2,1,3,1,0,1,2,2,0,2,2,0,0,0,90,0,2,2900,3,2,4,1300,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,2e+05,2,520,4,4,1,0,1,40300,4,0,1,0,0,1,1,40300,9,0,4,4,4,1,1,1,7,0,2,0,24448.738
39014,"H",2,2100,1,42,1000000,1001264,54,6,1,1,1,0,1,2,1,2,2,1,0,2,2,140,2,1,600,3,1,4,0,1,0,1,0,0,0,0,2,1,4,2,300,1,9,2,1,0,1,1,3,1,0,0,2,400,6,5,1,1,1,13220,2,0,0,523,10,1,2,63020,9,0,2,2,2,1,1,1,3,2,4,0,41047.532
39143,"H",2,2600,1,42,1000000,1001264,12,3,1,1,1,0,1,3,3,2,2,2,0,2,1,80,2,2,400,100,1,4,0,1,0,2,2,250,2,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,40000,2,150,3,5,1,0,1,30000,2,0,0,0,0,1,2,42000,9,0,2,2,2,1,1,1,5,1,2,0,61858.709
39182,"H",2,3106,1,42,1000000,1001264,101,2,1,1,1,0,1,3,2,2,2,2,0,2,2,100,2,2,2000,3,1,4,960,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,289000,2,900,2,1,0,0,0,88034,4,0,0,0,0,1,1,88034,9,0,4,4,4,1,1,1,6,0,2,0,36217.9
39185,"H",2,3304,1,42,1000000,1001264,110,2,1,1,1,0,1,3,2,2,2,2,0,2,2,190,1,2,2,2,1,1,1800,1,0,2,2,1800,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,4e+05,2,2,1,1,0,0,0,90000,4,0,0,0,0,1,1,90000,9,0,4,4,4,1,1,1,6,0,2,0,106299.399
39210,"H",2,1804,1,42,1000000,1001264,52,2,1,1,1,0,1,4,2,1,2,2,0,2,2,80,2,2,2,3,1,1,500,1,0,1,0,0,0,3,2,1,12,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,1,400,2,6,1,0,1,15100,4,0,0,0,0,1,2,15100,9,0,4,4,4,1,1,1,7,0,2,0,23019.987
39254,"H",2,1702,1,42,1000000,1001264,132,2,1,1,1,0,1,2,3,2,2,2,0,2,1,120,2,1,2,90,1,1,700,1,0,2,0,0,0,3,2,1,4,0,0,1,9,1,1,0,1,1,2,1,0,150000,2,840,1,4,1,0,1,35900,4,0,0,0,0,3,1,35900,9,0,4,4,4,1,2,1,5,0,2,0,50398.759
39255,"H",2,3204,1,42,1000000,1001264,56,2,1,1,2,1,1,4,3,2,2,2,0,2,2,80,1,2,2,150,1,1,1200,1,0,1,1,900,1,1,2,1,7,0,0,1,9,2,1,620,1,1,1,1,0,2e+05,2,600,1,7,1,0,1,110800,4,0,0,0,0,1,3,110800,9,0,4,4,4,1,1,1,5,0,2,0,24482.834
39297,"H",2,2701,1,42,1000000,1001264,161,3,1,1,1,0,1,3,2,2,2,2,0,2,2,200,2,2,2,200,1,1,700,1,0,1,2,830,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,250000,3,800,8,1,0,0,0,169300,4,0,0,0,0,1,1,169300,9,0,4,4,4,1,1,1,5,0,3,0,77577.984
39380,"H",2,3503,1,42,1000000,1001264,258,3,1,1,0,0,1,2,4,2,0,2,0,2,2,50,2,2,2,50,1,1,0,1,0,1,0,0,0,0,2,1,4,2,850,1,9,2,1,0,1,1,3,1,0,0,2,1,3,7,1,0,1,57300,1,0,0,950,20,1,3,57300,9,1,1,4,1,1,1,2,3,0,3,0,6109.721
39398,"H",2,701,1,42,1000000,1001264,86,3,1,1,1,0,1,3,2,2,2,2,0,2,1,150,2,2,2,100,2,1,1200,1,0,2,2,850,2,1,2,1,8,0,0,1,9,2,1,450,1,1,1,1,0,155000,2,1100,4,1,0,0,0,77000,2,0,0,0,0,1,1,77000,9,0,2,2,2,1,1,1,5,1,3,0,44381.654
39401,"H",2,1501,1,42,1000000,1001264,35,2,1,1,1,0,1,3,2,1,2,2,0,2,1,210,2,2,2,440,1,1,570,1,0,1,2,530,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,60000,2,1300,3,1,0,0,0,85000,4,0,1,0,0,1,1,85000,9,0,4,4,4,1,1,1,5,0,2,0,90322.379
39416,"H",2,3301,1,42,1000000,1001264,82,5,1,1,1,0,1,4,2,1,2,2,0,2,1,290,2,2,2,290,1,3,890,1,0,1,2,1400,1,1,2,1,8,0,0,1,9,2,1,810,1,1,1,1,0,3e+05,2,960,3,1,1,0,1,193220,2,0,0,0,0,1,1,193220,9,0,2,2,2,1,1,2,5,1,5,0,64716.318
39429,"H",2,300,1,42,1000000,1001264,63,2,1,1,1,0,1,3,2,2,2,2,0,2,1,80,2,2,2,70,1,1,0,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,15000,2,900,3,1,0,0,0,123000,4,0,0,0,0,1,1,123000,9,0,4,4,4,1,1,1,6,0,2,0,25002.778
39447,"H",2,1804,1,42,1000000,1001264,51,1,1,1,2,1,1,4,2,1,2,2,0,2,2,80,2,2,2,30,2,1,900,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,140000,1,750,3,0,0,0,1,0,0,0,1,0,0,1,6,17000,9,0,4,4,4,1,1,1,7,0,0,0,23708.192
39493,"H",2,400,1,42,1000000,1001264,23,4,1,1,1,0,1,4,2,2,2,2,0,2,1,230,2,2,900,3,1,3,650,1,0,1,1,1500,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,180000,2,860,8,1,1,0,1,112000,4,0,1,0,0,1,1,112000,9,0,4,4,4,1,1,1,4,0,4,0,70539.479
39495,"H",2,1701,1,42,1000000,1001264,156,2,1,1,0,0,1,1,9,1,0,2,0,2,1,100,2,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,4,2,1700,1,9,2,1,0,1,1,3,1,0,0,1,1,3,0,0,0,0,0,0,0,0,1800,22,1,5,97000,9,0,4,4,4,1,1,1,3,0,0,0,32510
39521,"H",2,1805,1,42,1000000,1001264,99,1,1,3,1,0,1,2,2,0,2,2,0,0,0,120,0,2,2,250,1,1,70,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,18000,1,1600,2,0,0,0,0,0,0,0,0,0,0,1,6,34000,9,0,4,4,4,1,1,1,6,0,0,0,44343.81
39624,"H",2,300,1,42,1000000,1001264,112,3,1,1,1,0,1,3,1,1,2,2,0,2,1,130,2,1,2300,210,2,4,0,1,0,2,0,0,0,0,2,1,6,2,430,1,9,2,1,0,1,1,3,1,0,0,1,1200,6,8,0,1,0,20420,4,0,0,1062,62,1,3,20420,9,0,4,4,4,1,1,1,3,0,3,0,52395.276
39648,"H",2,1400,1,42,1000000,1001264,74,2,1,1,1,0,1,2,2,2,2,2,0,2,2,60,2,2,2,50,1,1,500,1,0,1,2,100,2,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,36000,1,950,1,1,0,0,0,69000,4,0,0,0,0,1,1,69000,9,0,4,4,4,1,1,1,7,0,2,0,23583.257
39655,"H",2,2301,1,42,1000000,1001264,43,1,1,1,2,1,1,3,2,2,2,2,0,2,1,120,2,2,2400,3,1,4,0,1,0,2,0,0,0,0,2,1,5,2,400,1,9,2,1,0,1,2,3,1,0,0,1,2,5,0,0,0,1,0,0,0,0,720,51,1,6,17000,9,0,4,4,4,1,1,1,7,0,0,0,35967.204
39670,"H",2,3102,1,42,1000000,1001264,51,2,1,1,1,0,1,2,2,2,2,2,0,2,2,170,1,2,2800,3,2,4,810,1,0,2,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,189000,2,520,1,1,0,0,0,57200,4,0,1,0,0,1,1,57200,9,0,4,4,4,1,1,1,7,0,2,0,48846.192
39718,"H",2,2401,1,42,1000000,1001264,103,2,1,1,1,0,1,2,2,1,2,2,0,2,2,180,2,2,2,3,1,3,530,1,0,1,1,710,1,1,2,1,8,0,0,1,9,2,1,0,1,2,1,1,0,130000,2,420,6,1,0,0,0,73200,4,0,0,0,0,1,1,73200,9,0,4,4,4,1,1,1,2,0,2,0,74918.451
39724,"H",2,1900,1,42,1000000,1001264,39,2,1,1,1,0,1,3,2,2,2,2,0,2,1,40,2,2,2,70,1,1,0,1,0,2,0,0,0,0,2,1,6,2,550,1,9,2,1,0,1,1,3,1,0,0,2,1,1,1,0,1,0,75000,4,0,0,660,11,1,1,75000,9,0,4,4,4,1,1,1,3,0,2,0,17957.453
39778,"H",2,2701,1,42,1000000,1001264,33,2,1,1,3,1,1,3,2,1,1,2,0,1,2,30,2,2,2,4,1,7,2500,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,9e+05,2,2,3,2,1,0,1,128000,4,0,0,0,0,1,1,128000,9,0,4,4,4,1,1,1,4,0,2,0,7147.171
39794,"H",2,3105,1,42,1000000,1001264,97,4,1,1,1,0,1,4,2,2,1,2,0,2,2,180,2,2,2,30,1,1,890,1,0,1,2,1500,2,1,2,1,12,0,0,1,9,2,1,0,1,1,1,1,0,450000,2,240,7,1,1,0,1,162800,2,0,0,0,0,2,1,162800,9,0,2,2,2,1,1,1,5,2,4,0,64968.745
39825,"H",2,1807,1,42,1000000,1001264,82,3,1,1,1,0,1,2,2,2,2,2,0,2,2,90,2,2,2,60,1,1,440,1,0,1,2,480,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,150000,3,100,2,1,1,0,1,74000,2,0,1,0,0,1,1,74000,9,0,2,2,2,1,1,1,5,1,3,0,35486.23
39857,"H",2,701,1,42,1000000,1001264,73,6,1,1,1,0,1,4,2,1,2,2,0,2,2,300,2,2,2,240,1,1,0,1,0,1,0,0,0,0,2,1,8,2,670,1,9,2,1,0,1,1,3,1,0,0,1,2,1,4,1,1,1,27200,2,0,0,1210,53,2,1,27200,9,0,2,2,2,1,1,1,1,1,5,0,94186.694
39874,"H",2,3201,1,42,1000000,1001264,151,1,1,3,0,0,1,1,9,0,0,2,310,0,0,30,0,2,2,1,2,1,500,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,1e+05,1,1,5,0,0,0,0,0,0,0,0,0,0,1,4,36500,9,0,4,4,4,1,1,1,5,0,0,0,5819.735
39890,"H",2,3102,1,42,1000000,1001264,135,3,1,3,0,0,1,1,5,0,0,2,0,0,0,100,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,4,2,1100,1,9,0,1,0,1,1,3,1,0,0,1,2,1,1,1,1,1,67150,2,0,0,1200,21,2,1,67150,9,0,2,2,2,1,2,1,2,1,3,0,31122.905
39894,"H",2,3301,1,42,1000000,1001264,99,4,1,1,2,1,1,4,2,1,2,2,0,2,2,220,1,2,5400,40,1,4,1800,1,0,2,2,3000,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,7e+05,3,440,6,3,1,0,1,408050,2,0,1,0,0,1,1,408050,9,0,2,2,2,1,1,1,4,1,4,0,69691.641
39904,"H",2,4002,1,42,1000000,1001264,17,1,1,1,1,0,1,2,2,2,2,2,0,2,2,50,2,2,2,110,2,1,280,1,0,1,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,150000,1,970,1,0,0,0,0,0,0,0,0,0,0,1,6,27000,9,0,4,4,4,1,1,1,7,0,0,0,18534.742
39917,"H",2,3401,1,42,1000000,1001264,162,2,1,1,1,0,1,3,2,1,2,2,0,2,2,90,1,2,2,3,1,4,700,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,275000,2,750,4,4,0,0,0,44500,4,0,0,0,0,1,1,44500,9,0,4,4,4,1,1,1,7,0,2,0,42801.633
39956,"H",2,4001,1,42,1000000,1001264,143,7,1,1,1,0,1,5,2,2,2,2,0,2,2,370,2,2,2,30,1,1,900,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,5,1500,1,1,1,0,1,78900,2,0,0,0,0,1,1,98900,9,1,2,4,2,1,1,2,6,0,6,0,133974.161
40014,"H",2,3603,1,42,1000000,1001264,31,3,1,1,1,0,1,3,2,1,2,2,0,2,2,100,2,2,2,100,1,1,790,1,0,1,1,890,1,1,2,1,9,0,0,1,9,2,1,260,1,1,1,1,0,130000,2,1200,1,7,0,0,0,70000,2,0,0,0,0,1,3,70000,9,0,2,2,2,1,1,1,5,2,3,0,27151.687
40036,"H",2,400,1,42,1000000,1001264,102,4,1,1,1,0,1,4,2,1,2,2,0,2,1,180,2,2,3000,3,1,4,0,1,0,2,0,0,0,0,2,1,8,2,1300,1,9,2,1,0,1,1,3,1,0,0,4,2,3,1,1,1,1,96300,2,0,0,1730,22,1,1,96300,9,0,2,2,2,1,1,1,4,1,4,0,62889.56
40058,"H",2,1802,1,42,1000000,1001264,143,2,1,1,1,0,1,3,2,1,2,2,0,2,2,140,2,2,2,100,1,1,1200,1,0,1,1,1200,2,1,2,1,7,0,0,1,9,2,1,580,1,1,1,1,0,240000,2,720,5,3,0,0,0,122000,4,0,1,0,0,1,1,122000,9,0,4,4,4,1,1,1,7,0,2,0,38984.632
40104,"H",2,2600,1,42,1000000,1001264,119,1,1,3,1,0,1,3,3,0,2,2,0,0,0,40,0,2,3000,3,2,4,0,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,15000,1,420,1,0,0,0,0,0,0,0,0,0,0,1,6,10800,9,0,4,4,4,1,1,1,5,0,0,0,10660.732
40106,"H",2,3602,1,42,1000000,1001264,47,2,1,1,2,1,1,3,2,1,2,2,0,2,2,160,1,2,2,3,1,3,1200,1,0,2,1,1300,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,195000,2,2,4,1,0,0,0,125000,4,0,0,0,0,1,1,125000,9,0,4,4,4,1,1,1,3,0,2,0,50282.974
40183,"H",2,1501,1,42,1000000,1001264,14,3,1,1,1,0,1,3,2,1,2,2,0,2,2,40,2,2,2,230,1,1,1000,1,0,1,0,0,0,3,2,1,11,0,0,1,9,2,1,0,1,1,2,1,0,160000,2,300,1,1,1,0,1,78500,1,0,0,0,0,1,1,78500,9,0,1,1,1,1,1,1,3,1,3,0,12333.151
40192,"H",2,1400,1,42,1000000,1001264,90,1,1,1,3,1,1,2,1,2,2,2,0,2,1,100,2,1,2,3,2,1,0,1,0,2,0,0,0,0,2,1,4,0,0,1,9,2,1,0,1,1,4,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,1,4,36210,9,0,4,4,4,1,1,1,5,0,0,0,39957.272
40233,"H",2,3603,1,42,1000000,1001264,81,2,1,1,2,1,1,3,2,2,2,2,0,2,2,120,2,2,2,130,2,1,630,1,0,1,2,140,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,150000,2,30,3,2,0,0,0,39300,4,0,0,0,0,1,1,39300,9,0,4,4,4,1,1,1,7,0,2,0,35740.08
40241,"H",2,3501,1,42,1000000,1001264,130,2,1,2,1,0,1,4,2,0,2,2,0,0,0,280,0,2,2,10,1,3,860,1,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,280000,2,260,6,2,1,0,1,144940,4,0,1,0,0,1,1,144940,9,0,4,4,4,1,1,1,5,0,2,0,60899.933
40250,"H",2,3105,1,42,1000000,1001264,89,2,1,1,1,0,1,4,2,1,2,1,0,2,2,260,2,2,2,50,1,1,1200,1,0,1,1,2700,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,575000,2,1200,11,1,1,0,1,150500,4,0,0,0,0,1,1,150500,9,0,4,4,4,1,1,1,4,0,2,0,75377.235
40311,"H",2,500,1,42,1000000,1001264,110,3,1,1,1,0,1,3,2,1,2,2,0,2,2,110,2,2,2,50,1,1,180,1,0,1,1,1000,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,155000,2,350,1,1,0,0,0,182500,1,0,0,0,0,1,1,182500,9,0,1,1,1,1,1,1,4,1,3,0,40875
40332,"H",2,2901,1,42,1000000,1001264,90,1,1,3,0,0,1,3,4,0,0,2,0,0,0,80,0,2,2400,3,2,4,0,2,0,0,0,0,0,0,0,1,5,0,0,1,9,0,1,0,1,1,4,1,0,0,1,400,3,0,0,0,0,0,0,0,0,0,0,1,4,22700,9,0,4,4,4,1,1,1,7,0,0,0,22112.908
40341,"H",2,400,1,42,1000000,1001264,23,1,1,1,3,1,1,3,2,2,2,2,0,2,1,90,2,2,4000,3,2,4,1100,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,90000,2,2,1,0,0,0,0,0,0,0,0,0,0,1,4,63000,9,0,4,4,4,1,1,1,7,0,0,0,27859.861
40379,"H",2,3205,1,42,1000000,1001264,232,2,1,3,1,0,1,2,3,0,2,2,0,0,0,80,0,1,2,70,2,1,0,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,125000,0,600,1,8,0,0,0,18000,4,0,0,0,0,2,3,18000,9,0,4,4,4,1,1,1,6,0,2,0,11223.577
40423,"H",2,4001,1,42,1000000,1001264,139,2,1,1,1,0,1,3,2,1,2,2,0,2,2,120,2,2,2,2,1,1,200,1,0,2,1,1300,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,235000,2,120,8,1,0,0,0,105000,4,0,0,0,0,1,1,105000,9,0,4,4,4,1,1,1,2,0,2,0,23685.763
40467,"H",2,101,1,42,1000000,1001264,117,3,1,1,1,0,1,3,2,1,2,2,0,2,1,100,2,2,100,2,1,1,400,1,0,2,2,700,1,1,2,1,8,0,0,1,9,2,1,150,1,1,1,1,0,69000,3,600,3,1,0,0,0,64000,2,0,1,0,0,1,1,64000,9,0,2,2,2,1,1,1,6,1,3,0,37650.711
40496,"H",2,1200,1,42,1000000,1001264,185,4,1,1,1,0,1,4,2,1,2,2,0,2,2,150,2,2,2,200,1,1,0,1,0,1,2,690,2,1,2,1,16,0,0,1,9,2,1,0,1,1,1,1,0,155000,2,900,1,1,0,0,0,84800,2,0,0,0,0,1,1,84800,9,0,2,2,2,1,1,1,2,2,4,0,59882.808
40500,"H",2,1502,1,42,1000000,1001264,71,3,1,1,2,1,1,4,2,2,2,2,0,2,2,110,2,2,2,140,1,1,550,1,0,1,1,1400,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,4,170,9,1,0,0,0,95000,1,0,0,0,0,1,1,95000,9,0,1,1,1,1,1,1,1,1,3,0,49509.316
40515,"H",2,1805,1,42,1000000,1001264,48,1,1,3,1,0,1,2,2,0,2,2,0,0,0,50,0,2,2,110,2,1,400,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,65000,1,330,1,0,0,0,0,0,0,0,0,0,0,1,6,29230,9,0,4,4,4,1,1,1,6,0,0,0,13401.4
40536,"H",2,3800,1,42,1000000,1001264,22,2,1,3,3,1,1,4,2,0,2,2,0,0,0,200,0,2,2,3,2,3,2100,2,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,250000,2,2,1,4,0,0,0,34700,4,0,0,0,0,1,1,34700,9,0,4,4,4,1,1,1,7,0,2,0,68449.513
40542,"H",2,400,1,42,1000000,1001264,86,1,1,3,1,0,1,3,2,0,2,2,0,0,0,120,0,2,1500,3,2,5,450,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,75000,2,540,1,0,0,0,1,0,0,0,0,0,0,1,4,103000,9,0,4,4,4,1,1,1,5,0,0,0,41547.043
40562,"H",2,1100,1,42,1000000,1001264,66,2,1,1,1,0,1,3,2,2,2,2,0,2,1,90,2,2,2,3,1,3,410,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,150000,2,2,6,4,0,0,0,62200,4,0,0,0,0,1,1,62200,9,0,4,4,4,1,1,1,6,0,2,0,20583.914
40586,"H",2,3203,1,42,1000000,1001264,88,3,1,1,1,0,1,3,3,2,2,2,0,2,2,160,2,1,2,40,1,1,500,1,0,1,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,60000,2,90,5,4,1,0,1,69100,4,0,0,0,0,4,1,69100,9,0,4,4,4,1,1,1,6,0,3,0,62067.802
40587,"H",2,2901,1,42,1000000,1001264,73,2,1,3,0,0,1,1,8,0,0,2,0,0,0,70,0,2,1,3,2,3,0,2,0,0,0,0,0,0,0,1,3,2,280,1,9,0,1,0,1,1,3,1,0,0,0,1,7,4,1,0,1,17440,4,0,0,350,24,1,1,17440,9,0,4,4,4,1,1,1,5,0,2,0,17309.734
40598,"H",2,1801,1,42,1000000,1001264,366,2,1,1,0,0,1,2,7,2,0,2,0,2,2,160,2,2,2,60,1,3,0,1,0,1,0,0,0,0,2,1,5,2,680,1,9,2,1,0,1,1,3,1,0,0,2,1,4,0,0,0,1,0,0,0,0,900,9,1,7,120000,9,0,4,4,4,1,1,1,4,0,0,0,56753.752
40620,"H",2,1300,1,42,1000000,1001264,204,3,1,1,0,0,1,3,6,2,0,2,0,2,2,70,2,2,2,1,1,3,0,1,0,1,0,0,0,0,2,1,5,2,680,1,9,2,1,0,1,1,3,1,0,0,1,1,5,7,0,0,0,41600,2,0,0,750,22,1,3,41600,9,0,2,2,2,1,1,1,3,1,3,0,16667.951
40627,"H",2,1900,1,42,1000000,1001264,53,2,1,3,2,1,1,2,1,0,2,2,0,0,0,140,0,2,1100,10,1,4,0,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,38000,2,2,5,1,0,0,0,28000,4,0,0,0,0,1,1,28000,9,0,4,4,4,1,1,1,5,0,2,0,41890.995
40646,"H",2,1300,1,42,1000000,1001264,26,2,1,1,2,1,1,2,2,2,2,2,0,2,2,200,2,2,1000,80,2,2,1100,1,0,2,2,710,2,1,2,1,4,0,0,1,9,1,1,170,1,1,1,1,0,175000,2,2,6,3,0,0,0,30500,4,0,0,0,0,1,1,30500,9,0,4,4,4,1,1,1,5,0,2,0,80563.597
40710,"H",2,3800,1,42,1000000,1001264,90,1,1,1,1,0,1,3,2,2,2,2,0,2,1,40,2,2,1400,30,1,4,300,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,60000,2,260,1,0,0,0,0,0,0,0,0,0,0,1,4,30000,9,0,4,4,4,1,1,1,6,0,0,0,13183
40729,"H",2,1200,1,42,1000000,1001264,62,5,1,1,3,1,1,5,2,2,2,2,0,2,2,130,2,2,1500,10,1,5,1000,1,0,1,1,1400,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,6e+05,3,2,1,7,1,0,1,67100,2,0,0,0,0,1,3,157100,9,0,2,2,2,1,1,1,4,3,4,0,49039.891
40832,"H",2,3900,1,42,1000000,1001264,69,3,1,3,1,0,1,3,1,0,2,2,0,0,0,80,0,1,2,70,2,1,0,2,270,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,2,2,1,0,7000,0,1,7,5,0,0,0,10400,4,0,0,0,0,1,2,10400,9,0,4,4,4,1,1,1,3,0,2,0,18685
40868,"H",2,500,1,42,1000000,1001264,34,4,1,1,2,1,1,2,2,2,2,2,0,2,1,100,2,2,2,3,1,6,0,1,0,2,0,0,0,0,2,1,5,0,0,1,9,2,1,0,1,1,4,1,0,0,2,2,5,2,0,0,0,35620,3,0,0,0,0,1,1,35620,9,0,3,3,3,1,1,1,3,2,4,0,28423.934
40882,"H",2,3106,1,42,1000000,1001264,73,2,1,1,1,0,1,3,2,2,2,2,0,2,2,300,1,2,2,2,2,1,700,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,250000,1,720,1,8,1,0,1,52600,4,0,1,0,0,1,3,52600,9,0,4,4,4,1,1,1,6,0,2,0,101807.392
40906,"H",2,2902,1,42,1000000,1001264,167,5,1,1,1,0,1,3,2,1,2,2,0,2,2,150,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,5,2,600,1,9,2,1,0,1,1,3,1,0,0,3,300,14,2,0,0,0,120000,3,0,0,775,8,1,1,120000,9,1,3,3,3,1,1,2,4,2,5,0,53223.398
40933,"H",2,3800,1,42,1000000,1001264,15,3,1,1,2,1,1,3,2,1,2,2,0,2,1,170,2,2,2,250,1,4,600,1,0,2,0,0,0,3,2,1,11,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,2,2,4,0,0,0,0,59200,4,0,0,0,0,1,1,59200,9,0,4,4,4,1,1,1,5,0,3,0,59540.06
40953,"H",2,3002,1,42,1000000,1001264,154,1,1,3,1,0,1,3,2,0,2,2,0,0,0,120,0,2,2700,3,2,4,1900,2,0,0,2,150,2,1,0,1,6,0,0,1,9,0,1,0,1,1,1,1,0,280000,0,2,4,0,0,0,1,0,0,0,0,0,0,1,6,18300,9,0,4,4,4,1,1,1,7,0,0,0,46210.653
40982,"H",2,2901,1,42,1000000,1001264,139,1,1,1,0,0,1,3,4,2,0,2,0,2,2,40,2,2,140,60,2,1,0,1,0,1,0,0,0,0,2,1,6,2,700,1,9,2,1,0,1,1,3,1,0,0,1,2,4,0,0,0,0,0,0,0,0,812,57,1,4,17000,9,0,4,4,4,1,1,1,7,0,0,0,13757.54
40989,"H",2,1806,1,42,1000000,1001264,143,3,1,1,1,0,1,3,2,1,2,2,0,2,2,280,1,2,2,290,1,1,1000,1,0,2,1,1900,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,325000,2,1600,3,1,0,0,0,165000,2,0,0,0,0,1,1,165000,9,0,2,2,2,1,1,1,4,1,3,0,75793.473
41066,"H",2,3900,1,42,1000000,1001264,128,1,1,1,0,0,1,2,5,1,0,2,0,2,2,50,2,2,2,200,1,1,0,1,0,2,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,10000,1,200,1,0,0,0,1,0,0,0,0,0,0,1,4,60000,9,0,4,4,4,1,1,1,1,0,0,0,14615.63
41095,"H",2,200,1,42,1000000,1001264,33,5,1,1,2,1,1,4,2,2,2,2,0,2,1,170,2,2,450,30,1,6,760,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,150000,2,2,5,2,0,0,0,54290,2,0,1,0,0,1,1,54290,9,0,2,2,2,1,1,1,5,3,5,0,48336.174
41126,"H",2,3402,1,42,1000000,1001264,90,2,1,1,2,1,1,4,2,2,2,2,0,2,2,230,2,2,850,3,2,4,1300,1,0,1,0,0,0,3,2,1,10,0,0,1,9,2,1,0,1,1,2,1,0,350000,2,30,4,4,0,0,0,0,4,0,1,0,0,1,1,0,9,0,4,4,4,1,1,1,7,0,2,0,63690.951
