"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUEL"
36300,"H",2,200,1,42,1000000,1001264,57,3,1,1,1,0,1,3,2,1,2,1,0,2,2,140,2,2,2,100,1,2,600,1,0,1,1,630,1,1,2,1,8,0,0,1,9,2,1,230,1,1,1,1,0,120000,4,400,7,5,0,0,0,115800,4,0,0,0,0,1,2,147800,9,0,4,4,4,1,1,1,5,0,2,0,48213.457
36324,"H",2,1702,1,42,1000000,1001264,55,1,1,3,1,0,1,2,3,0,2,2,0,0,0,40,0,2,2,70,2,1,650,2,0,0,2,400,2,1,0,1,5,0,0,1,9,0,1,0,1,1,1,1,0,45000,0,600,2,0,0,0,0,0,0,0,1,0,0,3,6,12100,9,0,4,4,4,1,2,1,7,0,0,0,17007.062
36338,"H",2,3302,1,42,1000000,1001264,82,6,1,1,1,0,1,3,3,1,2,2,0,2,2,120,2,2,2,2,1,1,350,1,0,1,2,310,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,14500,2,500,2,2,1,0,1,90000,2,0,1,0,0,1,1,90000,9,0,3,3,3,1,1,1,5,3,6,0,36239.949
36345,"H",2,2500,1,42,1000000,1001264,169,6,1,1,1,0,1,3,3,1,2,2,0,2,2,80,1,2,2,100,1,1,700,1,0,2,1,920,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,125000,1,2300,4,3,1,0,1,59600,2,0,1,0,0,2,1,59600,9,0,2,2,2,1,1,1,4,4,6,0,31834.142
36347,"H",2,1803,1,42,1000000,1001264,195,3,1,1,1,0,1,3,3,1,2,2,0,2,2,50,2,2,2,30,1,1,0,1,0,1,0,0,0,0,2,1,6,2,1000,1,9,2,1,0,1,1,3,1,0,0,2,350,6,1,0,1,0,81000,1,0,0,1109,16,1,1,81000,9,0,1,1,1,1,1,1,2,1,3,0,17752.645
36407,"H",2,2902,1,42,1000000,1001264,124,4,1,1,1,0,1,3,2,2,2,2,0,2,2,70,2,2,2,80,1,1,600,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,190000,3,1500,3,4,0,0,0,83400,1,0,1,0,0,1,1,83400,9,1,1,4,1,1,1,2,7,0,4,0,23802.112
36413,"H",2,4001,1,42,1000000,1001264,91,2,1,1,1,0,1,2,1,2,2,2,0,2,2,90,2,2,2,180,2,1,560,1,3600,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,68000,0,810,16,6,0,0,0,54800,4,0,0,0,0,1,2,54800,9,0,4,4,4,1,1,1,3,0,2,0,29426.329
36453,"H",2,1600,1,42,1000000,1001264,28,1,1,1,1,0,1,2,2,2,2,1,0,2,1,80,2,2,2,80,2,1,400,2,0,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,120000,1,860,8,0,0,0,1,0,0,0,1,0,0,1,6,18200,9,0,4,4,4,1,1,1,5,0,0,0,16781.856
36454,"H",2,4002,1,42,1000000,1001264,30,5,1,1,3,1,1,3,2,1,2,2,0,2,1,220,2,2,2,3,1,3,1000,1,0,2,1,370,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,140000,4,2,5,8,1,0,1,81700,2,0,0,0,0,1,3,81700,9,1,2,4,2,1,1,2,7,0,5,0,81133.89
36470,"H",2,3701,1,42,1000000,1001264,43,1,1,1,1,0,1,3,2,2,2,2,0,2,1,120,2,2,1500,3,1,4,0,1,0,2,0,0,0,0,2,1,9,2,500,1,9,2,1,0,1,2,3,1,0,0,1,2,3,0,0,0,0,0,0,0,0,745,11,1,4,80000,9,0,4,4,4,1,1,1,2,0,0,0,40759.953
36525,"H",2,4002,1,42,1000000,1001264,56,2,1,1,1,0,1,3,2,2,2,2,0,2,2,100,2,2,2,30,2,1,0,1,0,1,0,0,0,0,2,1,6,2,600,1,9,2,1,0,1,1,3,1,0,0,2,510,2,8,1,0,1,56800,4,0,0,773,16,1,3,56800,9,0,4,4,4,1,1,1,4,0,2,0,37585.945
36536,"H",2,200,1,42,1000000,1001264,45,7,1,1,1,0,1,3,2,2,2,2,0,2,2,90,2,2,2,280,1,1,0,1,0,1,0,0,0,0,2,1,7,2,300,1,9,2,1,0,1,1,3,1,0,0,2,1500,2,8,0,0,0,34500,3,0,0,795,12,1,3,79500,9,0,3,3,3,1,1,1,4,3,4,0,20875.242
36556,"H",2,2100,1,42,1000000,1001264,26,3,1,1,1,0,1,3,2,2,2,2,0,2,2,120,2,2,2,3,1,3,0,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,120000,4,400,6,1,0,0,0,100500,4,0,0,0,0,1,1,100500,9,0,4,4,4,1,1,1,7,0,3,0,42598.82
36682,"H",2,200,1,42,1000000,1001264,27,2,1,3,2,2,2,3,2,0,2,2,0,0,0,100,0,2,260,3,2,6,0,2,0,0,0,0,0,3,0,2,8,0,0,2,9,0,2,0,1,2,2,2,0,32000,0,280,3,7,0,0,0,3270,4,0,1,0,0,3,3,3270,9,0,4,4,4,2,1,1,1,0,2,0,24917.616
36695,"H",2,400,1,42,1000000,1001264,33,2,1,1,2,1,1,3,2,2,2,2,0,2,2,220,2,2,2,30,1,1,1100,1,0,1,2,1300,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,450000,2,2,1,3,1,0,1,106500,4,0,1,0,0,1,1,106500,9,0,4,4,4,1,1,1,5,0,2,0,72722.344
36703,"H",2,3003,1,42,1000000,1001264,152,2,1,1,1,0,1,3,2,1,2,2,0,2,2,200,1,2,2,2,1,1,1800,1,0,2,1,1100,1,1,2,1,8,0,0,1,9,2,1,150,1,1,1,1,0,365000,2,680,6,1,0,0,0,155150,4,0,1,0,0,1,1,155150,9,0,4,4,4,1,1,1,7,0,2,0,87013.815
36727,"H",2,1900,1,42,1000000,1001264,97,2,1,3,1,0,1,2,2,0,2,2,0,0,0,40,0,1,2,60,2,1,0,2,0,0,0,0,0,0,0,1,4,2,260,1,9,0,1,0,1,1,3,1,0,0,0,620,1,8,0,0,0,18400,4,0,0,412,27,1,3,18400,9,0,4,4,4,1,1,1,7,0,2,0,16772.379
36759,"H",2,400,1,42,1000000,1001264,32,1,1,1,1,0,1,2,1,2,2,2,0,2,1,90,2,2,2,20,2,4,0,1,70,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,90000,0,1,4,0,0,0,0,0,0,0,0,0,0,1,6,14500,9,0,4,4,4,1,1,1,6,0,0,0,36627.93
37044,"H",2,701,1,42,1000000,1001264,56,1,1,1,0,0,1,2,4,2,0,2,0,2,1,90,2,2,2,20,2,4,0,1,0,2,0,0,0,0,2,1,4,2,460,1,9,2,1,0,1,1,3,1,0,0,1,1,2,0,0,0,1,0,0,0,0,570,25,1,6,27000,9,0,4,4,4,1,1,1,4,0,0,0,37956.474
37076,"H",2,900,1,42,1000000,1001264,27,2,1,1,2,1,1,3,2,2,2,2,0,2,1,190,2,2,2,3,1,3,1000,1,0,2,2,300,2,1,2,1,7,0,0,1,9,2,1,150,1,1,1,1,0,275000,2,2,7,1,0,0,0,119900,4,0,0,0,0,1,1,119900,9,0,4,4,4,1,1,1,6,0,2,0,73205.214
37129,"H",2,3210,1,42,1000000,1001264,172,3,1,1,0,0,1,2,4,2,0,2,0,2,2,20,2,2,2,70,1,1,900,1,0,1,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,89000,1,70,1,1,1,0,1,33100,1,0,0,0,0,3,1,33100,9,0,1,1,1,1,2,1,1,1,3,0,8184.194
37209,"H",2,500,1,42,1000000,1001264,29,3,1,1,1,0,1,3,2,1,2,2,0,2,2,290,2,2,1200,3,1,4,370,1,0,1,1,540,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,92000,3,800,1,7,0,0,0,48060,4,0,0,0,0,1,3,136060,9,0,4,4,4,1,1,1,4,0,2,0,101738.729
37240,"H",2,1400,1,42,1000000,1001264,92,1,1,3,0,0,1,2,6,0,0,2,0,0,0,40,0,2,2,80,2,1,0,2,0,0,0,0,0,0,0,1,4,2,860,1,9,0,1,0,1,1,3,1,0,0,0,30,6,0,0,0,0,0,0,0,0,983,44,1,6,27100,9,0,4,4,4,1,1,1,4,0,0,0,8680.359
37257,"H",2,3103,1,42,1000000,1001264,71,3,1,1,0,0,1,2,9,2,0,2,0,2,1,100,2,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,3,2,1100,1,9,2,1,0,1,1,3,1,0,0,1,140,6,2,0,0,0,66000,1,0,0,1212,22,3,1,66000,9,0,1,1,1,1,1,1,2,1,3,0,15794.631
37271,"H",2,2702,1,42,1000000,1001264,40,2,1,1,1,0,1,4,2,2,2,2,0,2,1,60,2,2,2,200,1,1,1200,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,450000,2,150,2,0,0,0,0,0,0,0,0,0,0,2,7,51600,9,0,4,4,4,1,1,1,5,0,0,0,18118.364
37306,"H",2,300,1,42,1000000,1001264,19,1,1,2,2,1,1,3,2,0,2,2,0,0,0,110,0,2,2,3,2,1,900,1,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,2e+05,2,2,1,0,0,0,1,0,0,0,1,0,0,1,6,6700,9,0,4,4,4,1,1,1,7,0,0,0,22679.564
37333,"H",2,3800,1,42,1000000,1001264,26,2,1,1,1,0,1,2,3,2,2,2,0,2,2,160,2,2,2,30,2,2,0,1,0,1,0,0,0,0,2,1,7,2,1300,1,9,2,1,0,1,1,3,1,0,0,1,1,13,4,0,0,0,72650,4,0,0,1490,25,1,1,72650,9,0,4,4,4,1,1,1,4,0,2,0,56784.296
37337,"H",2,200,1,42,1000000,1001264,33,2,1,1,3,1,1,2,2,2,2,2,0,2,1,100,2,2,2,50,1,6,0,1,0,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,2,2,7,1,0,0,0,23000,4,0,0,0,0,1,1,23000,9,0,4,4,4,1,1,1,5,0,2,0,36826.605
37379,"H",2,1900,1,42,1000000,1001264,37,3,1,1,2,1,1,3,2,1,1,1,0,2,2,120,2,2,900,180,1,1,1200,1,0,2,0,0,0,3,2,1,9,0,0,1,9,1,1,0,1,1,2,1,0,157000,2,2,5,3,1,0,1,71600,4,0,1,0,0,1,1,75600,9,0,4,4,4,1,1,1,7,0,2,0,44454.728
37383,"H",2,2003,1,42,1000000,1001264,13,2,1,3,1,0,1,2,2,0,2,2,0,0,0,50,0,2,2,230,2,1,500,2,0,0,0,0,0,3,0,1,7,0,0,1,9,0,1,0,1,1,2,1,0,1e+05,1,460,3,4,0,0,0,40300,4,0,0,0,0,1,1,40300,9,0,4,4,4,1,1,1,7,0,2,0,35412.626
37534,"H",2,2401,1,42,1000000,1001264,129,2,1,1,1,0,1,5,2,2,2,2,0,2,2,80,2,2,2,130,1,1,1400,1,0,1,1,1300,1,1,2,1,12,0,0,1,9,2,1,0,1,1,1,1,0,330000,4,1300,6,1,0,0,0,201000,4,0,0,0,0,1,1,201000,9,0,4,4,4,1,1,1,5,0,2,0,14505.852
37550,"H",2,1900,1,42,1000000,1001264,28,2,1,1,3,1,1,3,2,1,1,2,0,2,1,90,2,2,2,3,1,1,700,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,150000,2,2,1,2,0,0,0,85400,4,0,0,0,0,1,1,85400,9,0,4,4,4,1,1,1,7,0,2,0,25435.959
37626,"H",2,3001,1,42,1000000,1001264,78,4,1,1,1,0,1,4,2,2,2,2,0,2,2,170,1,2,2,2,1,1,1400,1,0,2,2,1700,2,1,2,1,8,0,0,1,9,2,1,200,1,1,1,1,0,440000,2,900,7,1,0,0,0,197000,2,0,1,0,0,1,1,197000,9,0,2,2,2,1,1,1,5,2,4,0,53808.377
37638,"H",2,4002,1,42,1000000,1001264,50,1,1,1,1,0,1,2,2,1,2,2,0,2,2,10,2,2,2,40,1,1,300,2,0,2,2,350,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,30000,1,30,3,0,0,0,0,0,0,0,1,0,0,1,4,30000,9,0,4,4,4,1,1,1,4,0,0,0,2180.268
37691,"H",2,2701,1,42,1000000,1001264,250,2,1,1,0,0,1,1,4,1,0,1,0,2,2,140,2,2,1,3,1,4,0,1,0,1,0,0,0,0,2,1,3,2,750,1,9,2,1,0,1,1,3,1,0,0,2,1,6,0,0,0,0,0,0,0,0,890,11,1,7,95000,9,0,4,4,4,1,1,1,4,0,0,0,44101.407
37731,"H",2,3800,1,42,1000000,1001264,50,3,1,1,3,6,1,2,2,2,2,2,0,2,1,50,2,2,2,50,2,6,5600,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,750000,1,2,1,1,0,0,0,56400,4,0,1,0,0,1,1,56400,9,0,4,4,4,1,1,1,6,0,3,0,18895.277
37743,"H",2,1803,1,42,1000000,1001264,81,1,1,1,1,0,1,3,2,1,2,2,0,2,1,220,2,2,2,100,1,1,480,1,0,2,2,270,2,1,2,1,7,0,0,1,9,2,1,270,1,1,1,1,0,85000,1,350,3,0,0,0,0,0,0,0,0,0,0,1,6,25200,9,0,4,4,4,1,1,1,7,0,0,0,69670.1
37765,"H",2,2401,1,42,1000000,1001264,64,4,1,1,1,0,1,3,2,1,2,2,0,2,2,170,2,2,2100,3,1,4,520,1,0,2,2,410,2,1,2,1,6,0,0,1,9,2,1,130,1,1,1,1,0,150000,2,500,2,1,0,0,0,46330,2,0,0,0,0,4,1,46330,9,0,2,2,2,1,1,1,5,1,3,0,62495.502
37797,"H",2,3603,1,42,1000000,1001264,49,3,1,1,3,1,1,3,3,1,2,2,0,2,2,80,2,2,630,90,1,2,1200,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,250000,4,950,5,1,0,0,0,120800,2,0,1,0,0,1,1,120800,9,0,2,2,2,1,1,1,3,1,3,0,23329.086
37834,"H",2,2200,1,42,1000000,1001264,121,2,1,1,1,0,1,2,2,2,2,2,0,2,1,110,2,2,2,60,2,1,600,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,70000,0,100,2,4,0,0,0,30400,4,0,1,0,0,1,1,30400,9,0,4,4,4,1,1,1,6,0,2,0,35372.012
37854,"H",2,1900,1,42,1000000,1001264,25,1,1,3,2,1,1,3,1,0,2,2,0,0,0,70,0,2,3300,270,2,8,250,2,1200,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,20000,1,40,7,0,0,0,1,0,0,0,0,0,0,1,6,11900,9,0,4,4,4,1,1,1,5,0,0,0,18333.471
37868,"H",2,3503,1,42,1000000,1001264,87,7,1,1,2,1,1,3,2,2,2,2,0,2,1,180,2,2,1200,3,1,4,2000,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,3e+05,2,2,2,2,0,0,0,180000,3,0,1,0,0,3,1,180000,9,0,3,3,3,1,1,1,4,5,7,0,30485.081
37922,"H",2,900,1,42,1000000,1001264,27,2,1,1,1,0,1,2,1,2,2,1,0,2,1,80,2,1,80,3,2,4,0,1,0,1,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,6000,2,2,8,0,0,0,0,0,0,0,0,0,0,1,7,15300,9,0,4,4,4,1,1,1,5,0,0,0,21733.585
37931,"H",2,1900,1,42,1000000,1001264,42,2,1,1,2,1,1,1,2,1,2,2,0,2,2,60,2,2,2,200,1,1,500,1,0,2,1,410,1,1,2,1,5,0,0,1,9,1,1,0,1,1,1,1,0,25000,1,50,1,2,1,0,1,57000,4,0,0,0,0,1,1,57000,9,0,4,4,4,1,1,1,4,0,2,0,14992.243
37958,"H",2,3603,1,42,1000000,1001264,94,4,1,1,1,0,1,4,2,2,2,2,0,2,2,90,2,2,2,120,1,1,750,1,0,1,1,1500,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,350000,4,1200,8,1,0,0,0,190000,2,0,0,0,0,3,1,190000,9,0,2,2,2,1,1,1,5,1,4,0,31083.612
37980,"H",2,900,1,42,1000000,1001264,35,2,1,3,3,1,1,2,2,0,2,2,0,0,0,120,0,2,1900,3,2,4,600,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,190000,2,2,6,3,0,0,0,64000,4,0,1,0,0,1,1,64000,9,0,4,4,4,1,1,1,5,0,2,0,48385.902
37994,"H",2,803,1,42,1000000,1001264,20,2,1,1,2,1,1,2,2,1,2,2,0,2,1,180,2,2,1000,10,1,6,350,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,4,2,1,3,0,0,0,42600,4,0,1,0,0,1,1,42600,9,0,4,4,4,1,1,1,3,0,2,0,32649.227
38046,"H",2,3701,1,42,1000000,1001264,98,1,1,1,1,0,1,2,2,1,2,2,0,2,2,80,2,2,2,120,1,1,0,1,0,1,0,0,0,0,2,1,3,2,630,1,9,2,1,0,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,830,36,1,6,27500,9,0,4,4,4,1,1,1,4,0,0,0,26850.239
38056,"H",2,102,1,42,1000000,1001264,108,2,1,1,0,0,1,2,6,1,0,2,0,2,2,50,2,2,2,50,1,1,0,1,0,1,0,0,0,0,2,1,4,2,530,1,9,2,1,0,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,630,18,1,7,41940,9,0,4,4,4,1,1,1,3,0,0,0,9693.16
38093,"H",2,400,1,42,1000000,1001264,107,2,1,3,1,0,1,4,2,0,2,2,0,0,0,30,0,2,420,130,1,1,1200,2,0,0,0,0,0,3,0,1,7,0,0,1,9,0,1,0,1,1,2,1,0,80000,2,850,1,3,1,0,1,55490,4,0,0,0,0,1,1,55490,9,0,4,4,4,1,1,1,7,0,2,0,4816.974
38159,"H",2,300,1,42,1000000,1001264,54,2,1,3,1,0,1,3,2,0,2,2,0,0,0,30,0,2,2500,160,2,1,860,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,120000,1,210,3,4,0,0,0,40100,4,0,1,0,0,1,1,40100,9,0,4,4,4,1,1,1,7,0,2,0,7114.537
38186,"H",2,200,1,42,1000000,1001264,20,2,1,1,3,1,1,5,2,2,2,2,0,1,2,100,2,2,2,3,1,8,1000,1,0,2,2,400,2,1,2,1,10,0,0,1,9,2,1,200,1,1,1,1,0,120000,2,2,5,1,0,0,0,37300,4,0,0,0,0,1,1,37300,9,0,4,4,4,1,1,1,7,0,2,0,30602.378
38210,"H",2,3106,1,42,1000000,1001264,78,3,1,1,1,0,1,3,2,1,2,2,0,2,2,130,2,2,2,2,1,1,1200,1,0,1,1,1700,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,350000,3,3000,4,1,0,0,0,98000,4,0,1,0,0,5,1,98000,9,0,4,4,4,1,1,1,5,0,3,0,32321
38215,"H",2,1501,1,42,1000000,1001264,36,2,1,1,1,0,1,2,2,2,2,2,0,2,2,150,2,2,600,3,2,4,380,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,70000,2,230,1,3,0,0,0,67000,4,0,1,0,0,1,1,67000,9,0,4,4,4,1,1,1,7,0,2,0,48848.407
38232,"H",2,1806,1,42,1000000,1001264,96,1,1,1,1,0,1,3,2,2,2,2,0,2,2,50,2,2,2,70,2,1,450,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,82000,1,150,3,0,0,0,0,0,0,0,0,0,0,1,6,36000,9,0,4,4,4,1,1,1,7,0,0,0,14261.52
38233,"H",2,200,1,42,1000000,1001264,60,2,1,1,1,0,1,1,1,2,2,2,0,2,2,130,2,2,2,50,1,1,0,1,0,1,0,0,0,0,2,1,4,2,300,1,9,2,1,0,1,1,3,1,0,0,3,2,5,1,0,0,0,29000,4,0,0,480,20,1,1,29000,9,0,4,4,4,1,1,1,5,0,2,0,41817.021
38249,"H",2,3701,1,42,1000000,1001264,70,2,1,1,1,0,1,4,2,2,2,2,0,2,2,180,2,2,2,100,1,1,1200,1,0,2,0,0,0,3,2,1,9,0,0,1,9,1,1,0,1,1,2,1,0,220000,2,600,1,2,1,0,1,81200,4,0,0,0,0,1,1,81200,9,0,4,4,4,1,1,1,2,0,2,0,70056.633
38265,"H",2,2301,1,42,1000000,1001264,34,2,1,1,2,1,1,3,2,1,2,2,0,2,1,170,2,2,2800,3,2,6,810,1,0,2,2,4300,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,250000,1,2,5,1,1,0,1,457100,4,0,1,0,0,1,1,457100,9,0,4,4,4,1,1,1,3,0,2,0,61207.077
38282,"H",2,2003,1,42,1000000,1001264,92,1,1,3,1,0,1,1,3,0,2,2,0,0,0,1,0,1,2,1,2,1,0,2,0,0,0,0,0,0,0,1,3,2,510,1,9,0,1,0,1,1,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,510,101,1,6,5200,9,0,4,4,4,1,1,1,1,0,0,0,5128.888
38292,"H",2,2500,1,42,1000000,1001264,77,4,1,1,1,0,1,3,2,2,2,2,0,1,2,50,2,2,1500,3,2,4,530,1,0,2,2,360,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,150000,2,790,1,2,0,0,0,49004,2,0,1,0,0,1,1,49004,9,0,3,3,3,1,1,1,4,2,4,0,17155.29
38312,"H",2,3503,1,42,1000000,1001264,111,2,1,3,0,0,1,1,7,0,0,2,0,0,0,70,0,2,1,3,2,5,0,2,0,0,0,0,0,0,0,1,4,2,700,1,9,0,1,0,1,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,770,17,1,7,55400,9,0,4,4,4,1,1,1,3,0,0,0,18356
38313,"H",2,1803,1,42,1000000,1001264,82,3,1,1,1,0,1,4,2,1,2,2,0,2,2,90,2,2,2,240,1,1,650,1,0,2,0,0,0,3,2,1,11,0,0,1,9,2,1,0,1,1,2,1,0,175000,0,880,1,1,0,0,0,103830,4,0,0,0,0,1,1,103830,9,0,4,4,4,1,1,1,5,0,3,0,39064.608
38346,"H",2,2902,1,42,1000000,1001264,88,1,1,1,1,0,1,2,1,2,2,2,0,2,1,120,2,1,2,80,1,2,280,1,1300,1,2,250,2,1,2,1,3,0,0,1,9,2,1,0,1,1,1,1,0,26000,1,1,6,0,0,0,1,0,0,0,0,0,0,1,6,7100,9,0,4,4,4,1,1,1,4,0,0,0,39831.805
38387,"H",2,2701,1,42,1000000,1001264,28,2,1,1,2,1,1,3,2,2,2,2,0,2,2,180,2,2,2,3,1,3,0,1,0,1,2,2400,1,1,2,1,11,0,0,1,9,2,1,200,1,1,1,1,0,350000,2,2,6,3,0,0,0,89900,4,0,1,0,0,1,1,89900,9,0,4,4,4,1,1,1,6,0,2,0,57508.946
38391,"H",2,3702,1,42,1000000,1001264,197,1,1,1,1,0,1,2,2,1,2,2,0,2,2,130,2,2,2,250,1,3,0,1,0,1,0,0,0,0,2,1,5,2,500,1,9,2,1,0,1,1,3,1,0,0,2,2,6,0,0,0,0,0,0,0,0,880,14,1,4,75000,9,0,4,4,4,1,1,1,4,0,0,0,36761.077
38402,"H",2,1300,1,42,1000000,1001264,16,3,1,1,2,1,1,3,2,1,2,2,0,2,1,100,2,1,1700,3,1,6,370,1,0,2,1,610,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,86000,1,2,1,8,0,0,0,41640,2,0,0,0,0,1,3,41640,9,0,2,2,2,1,1,1,4,2,3,0,44062.274
38420,"H",2,2100,1,42,1000000,1001264,80,2,1,3,1,0,1,3,2,0,2,2,0,0,0,120,0,1,4000,40,2,4,250,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,80000,1,430,6,4,0,0,0,23400,4,0,0,0,0,1,1,23400,9,0,4,4,4,1,1,1,7,0,2,0,33485.253
38423,"H",2,2702,1,42,1000000,1001264,78,2,1,1,1,0,1,3,2,2,2,2,0,2,1,90,2,2,2,140,1,1,2400,1,0,1,1,960,1,1,2,1,8,0,0,1,9,2,1,130,1,1,1,1,0,190000,2,1100,1,1,0,0,0,113800,4,0,0,0,0,1,1,113800,9,0,4,4,4,1,1,1,5,0,2,0,51637.868
38536,"H",2,1600,1,42,1000000,1001264,62,1,1,1,1,0,1,2,2,2,2,2,0,2,2,110,2,2,1500,3,2,4,180,1,0,1,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,145000,1,2,3,0,0,0,0,0,0,0,0,0,0,1,6,29300,9,0,4,4,4,1,1,1,5,0,0,0,41534
38557,"H",2,1400,1,42,1000000,1001264,26,4,1,1,2,1,1,3,2,2,2,2,0,2,2,130,2,2,250,3,1,6,2100,1,0,1,1,790,1,1,2,1,5,0,0,1,9,2,1,100,1,1,1,1,0,110000,2,2,3,1,0,0,0,69010,2,0,0,0,0,1,1,69010,9,0,2,2,2,1,1,1,5,2,4,0,49736.925
38564,"H",2,200,1,42,1000000,1001264,13,2,1,1,1,0,1,4,2,2,2,2,0,2,2,30,2,2,2,50,1,2,1000,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,150000,1,2,6,1,1,0,1,185000,4,0,0,0,0,1,1,185000,9,0,4,4,4,1,1,1,4,0,2,0,8857.853
38574,"H",2,2002,1,42,1000000,1001264,34,2,1,1,1,0,1,3,2,1,2,2,0,2,1,100,2,2,2,100,1,1,520,1,0,2,1,770,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,125000,2,700,1,1,0,0,0,113000,4,0,0,0,0,1,1,113000,9,0,4,4,4,1,1,1,5,0,2,0,39760.023
38631,"H",2,1400,1,42,1000000,1001264,310,3,1,3,1,0,1,3,2,0,2,2,0,0,0,160,0,1,2,250,1,1,0,2,0,0,0,0,0,0,0,1,6,2,450,1,9,0,1,0,1,1,3,1,0,0,0,450,1,8,0,1,0,9000,2,0,0,898,101,1,3,9000,9,1,2,4,2,1,1,1,5,0,3,1,66571.532
38712,"H",2,1702,1,42,1000000,1001264,87,2,1,3,0,0,1,2,7,0,0,2,0,0,0,40,0,2,2,1,2,1,0,1,0,0,0,0,0,0,0,1,5,2,600,1,9,0,1,0,1,1,3,1,0,0,1,1,4,4,0,0,0,29000,4,0,0,640,26,1,1,29000,9,0,4,4,4,1,1,1,4,0,2,0,11854.182
38915,"H",2,3502,1,42,1000000,1001264,146,5,1,1,1,0,1,4,2,2,2,2,0,2,2,330,2,2,1200,3,1,5,0,1,0,1,2,980,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,210000,3,2,5,1,1,0,1,123300,2,0,0,0,0,1,1,123300,9,0,2,2,2,1,1,1,5,2,5,0,152060.623
